x,y,cluster,income_decile
-28.004692,20.216393,1,5.0
39.20993,19.194855,3,9.0
45.523167,21.111012,3,10.0
-0.1612971,36.047966,3,7.0
39.173737,7.0618916,3,10.0
40.631718,20.16883,3,8.0
-58.344265,14.915469,1,4.0
4.3324237,18.455704,3,7.0
-37.356525,-6.2020907,1,2.0
7.1415634,-74.69764,4,5.0
-41.443092,-34.447205,4,7.0
38.56527,14.60062,3,6.0
-6.0488935,50.07782,1,3.0
26.818333,6.3979692,3,8.0
32.543427,-47.339275,3,9.0
5.0590043,-80.07771,1,3.0
-44.2275,-32.27549,4,9.0
13.771854,23.61925,3,8.0
32.901764,-34.91376,3,9.0
57.209354,-39.389214,5,7.0
-40.82828,48.7055,1,3.0
-40.62754,42.42881,1,4.0
-29.592989,-2.7617311,3,5.0
0.86225617,11.953496,3,9.0
43.694298,-5.751361,3,10.0
-33.80164,12.244499,1,3.0
-5.503194,24.759438,1,7.0
-18.128965,20.770548,1,10.0
-55.03015,32.460712,1,2.0
-31.590305,-6.1003976,1,1.0
-55.320423,32.754482,1,2.0
19.792595,17.934055,3,9.0
16.38497,55.484707,1,3.0
-7.085656,15.215198,3,10.0
51.642475,-16.738184,3,10.0
30.242405,-56.256886,3,9.0
34.876137,-3.327962,3,8.0
-1.6925954,41.177624,3,9.0
21.850702,-57.586502,1,6.0
-1.6499985,5.319828,3,1.0
23.49005,11.134289,3,7.0
3.1335616,-24.571411,3,7.0
35.408894,-30.900986,3,10.0
22.814795,34.687767,3,5.0
2.988401,-26.848207,3,9.0
41.777275,13.918394,3,8.0
24.79842,7.332132,3,8.0
10.832879,19.442745,3,8.0
33.897377,-29.639614,3,9.0
20.291687,-28.50935,3,10.0
-19.93228,53.163303,1,7.0
-10.692672,8.736428,1,3.0
41.537243,14.370061,3,7.0
-24.663687,-4.258187,3,8.0
-0.76429635,-10.942383,2,10.0
20.922138,5.2892942,3,5.0
2.0820153,33.9595,3,7.0
20.392807,-22.598627,3,9.0
32.704483,-58.446743,3,5.0
-48.82647,31.777668,1,2.0
1.4755535,7.399082,1,1.0
67.66818,36.111195,0,10.0
64.07952,33.106842,0,10.0
60.08271,33.26756,0,9.0
0.26047495,46.218086,3,7.0
14.620659,45.88676,3,7.0
40.38422,20.278934,3,8.0
62.784435,37.89468,0,8.0
50.82923,-23.14363,3,8.0
62.986217,37.425507,0,10.0
-33.049202,17.386606,1,2.0
17.236313,37.11032,3,9.0
20.39345,33.15472,3,9.0
20.53293,33.0856,3,10.0
12.955031,39.57343,3,10.0
-23.408962,47.268646,1,4.0
