"recno","y1_1","y1_2","y1_3","y1_3drm","y1_4","y1_5"
4014,2,13,50000,50000,1,3
4015,1,3,56000,56000,1,3
4015,2,1,150000,150000,1,3
4015,3,1,40000,40000,1,3
4016,1,1,52000,52000,1,3
4016,1,3,27000,27000,1,3
4016,1,19,450,70882.5,3,7
4017,1,3,25000,25000,1,3
4017,1,5,17000,17000,1,3
4017,2,3,37000,37000,1,3
4018,2,1,245000,245000,1,3
4018,2,19,30000,224700,2,3
4019,1,3,36000,36000,1,3
4019,2,2,130000,130000,1,3
4019,3,1,95000,95000,1,3
4020,1,1,150000,150000,1,3
4020,2,1,105000,105000,1,3
4021,1,3,45000,45000,1,3
4021,2,1,110000,110000,1,3
4021,2,3,20000,20000,1,3
4021,3,1,39000,39000,1,3
4022,1,3,49000,49000,1,3
4022,2,1,120000,120000,1,3
4022,3,1,20000,20000,1,3
4023,1,18,80000,80000,1,3
4024,1,3,41100,41100,1,3
4025,1,3,35800,35800,1,3
4026,1,13,110000,110000,1,3
4027,1,3,39600,39600,1,3
4027,1,13,105000,105000,1,3
4028,1,3,38800,38800,1,3
4028,2,3,37900,37900,1,3
4029,1,3,39800,39800,1,3
4029,1,5,17500,17500,1,3
4029,2,3,22000,22000,1,3
4029,2,19,250,44245.8333333333,4,7
4030,1,3,40900,40900,1,3
4030,2,13,110000,110000,1,3
4031,1,3,44000,44000,1,3
4031,2,13,110000,110000,1,3
4032,1,13,110000,110000,1,3
4033,1,3,16000,16000,1,3
4033,1,13,50000,16666.6666666667,1,7
4033,5,19,400000,133333.333333333,1,7
4034,1,2,150000,150000,1,3
4035,2,13,69100,69100,1,3
4035,2,19,200000,66666.6666666667,1,7
4035,3,1,330000,330000,1,3
4036,1,19,50000,50000,1,3
4037,2,19,88000,88000,1,3
4037,6,3,45000,45000,1,3
4038,1,1,30000,30000,1,3
4038,1,3,18000,18000,1,3
4038,3,2,90000,90000,1,3
4039,1,21,3000,118137.5,3,4
4040,1,16,50000,4166.66666666667,1,4
4040,2,22,130000,43333.3333333333,1,7
4041,1,13,68100,68100,1,3
4041,2,1,370000,370000,1,3
4041,3,1,410000,410000,1,3
4042,1,3,50000,50000,1,3
4042,2,1,150000,150000,1,3
4043,1,3,36800,36800,1,3
4043,1,19,2000,14980,2,3
4044,1,21,300000,25000,1,4
4044,2,1,55000,55000,1,3
4045,1,1,160000,160000,1,3
4046,1,3,42000,42000,1,3
4046,3,1,65000,65000,1,3
4046,3,19,20000,149800,2,3
4047,1,3,38000,38000,1,3
4047,1,6,17000,1416.66666666667,1,4
4048,1,1,270000,270000,1,3
4048,1,13,200000,66666.6666666667,1,7
4049,1,13,700000,58333.3333333333,1,4
4049,3,12,5000,5000,1,3
4049,5,3,35000,35000,1,3
4049,6,3,30000,30000,1,3
4050,1,3,38000,38000,1,3
4050,1,5,28000,28000,1,3
4050,2,13,50000,16666.6666666667,1,7
4051,1,1,65000,65000,1,3
4052,1,1,34000,34000,1,3
4052,1,3,61000,61000,1,3
4053,1,3,38000,38000,1,3
4053,1,19,4000,29960,2,3
4054,1,2,65000,65000,1,3
4054,2,1,60000,60000,1,3
4054,2,5,27000,27000,1,3
4054,5,3,16000,16000,1,3
4055,1,18,35000,35000,1,3
4056,1,3,28000,28000,1,3
4056,2,1,60000,60000,1,3
4056,4,1,80000,80000,1,3
4057,2,19,15000,112350,2,3
4057,3,1,165000,165000,1,3
4058,1,19,20000,149800,2,3
4058,1,19,300,141765,3,3
4058,3,1,235000,235000,1,3
4059,1,1,110000,110000,1,3
4060,1,3,48900,48900,1,3
4060,2,3,47500,47500,1,3
4061,2,1,98000,98000,1,3
4061,2,22,50000,16666.6666666667,1,7
4062,1,3,52000,52000,1,3
4062,1,5,17000,17000,1,3
4063,1,2,20000,20000,1,3
4063,2,3,21000,21000,1,3
4063,3,2,90000,90000,1,3
4063,4,1,92000,92000,1,3
4064,1,3,24500,24500,1,3
4064,2,1,50000,16666.6666666667,1,7
4064,3,1,98000,98000,1,3
4064,4,1,98000,98000,1,3
4065,1,3,35700,35700,1,3
4065,2,1,55000,55000,1,3
4065,3,1,60000,60000,1,3
4066,2,19,300,141765,3,3
4067,2,1,65000,65000,1,3
4067,2,19,100000,33333.3333333333,1,7
4068,2,1,96500,96500,1,3
4068,2,19,200,94510,3,3
4069,1,3,32000,32000,1,3
4069,3,2,80000,80000,1,3
4070,2,19,100000,33333.3333333333,1,7
4070,2,22,100000,33333.3333333333,1,7
4071,1,2,120000,120000,1,3
4072,2,19,120000,120000,1,3
4073,2,19,150000,150000,1,3
4073,6,1,60000,60000,1,3
4074,1,2,250000,250000,1,3
4075,1,1,200000,200000,1,3
4075,2,1,36000,36000,1,3
4076,1,1,74000,74000,1,3
4076,3,1,88000,88000,1,3
4077,1,3,32000,32000,1,3
4077,2,13,100000,33333.3333333333,1,7
4077,3,2,150000,150000,1,3
4078,1,3,53000,53000,1,3
4079,1,13,68000,68000,1,3
4079,6,3,47500,47500,1,3
4080,1,13,20000,6666.66666666667,1,7
4080,2,19,200,94510,3,3
4081,1,3,45000,45000,1,3
4081,1,13,8000,2666.66666666667,1,7
4081,1,21,20000,6666.66666666667,1,7
4082,1,13,40000,13333.3333333333,1,7
4082,3,1,100000,100000,1,3
4083,1,2,180000,180000,1,3
4083,2,1,100000,100000,1,3
4084,1,3,55000,55000,1,3
4084,2,3,53000,53000,1,3
4084,3,1,185000,185000,1,3
4084,4,1,55000,55000,1,3
4085,1,13,45000,45000,1,3
4085,2,21,80000,26666.6666666667,1,7
4086,1,13,30000,10000,1,7
4086,3,1,80000,80000,1,3
4087,1,3,38000,38000,1,3
4087,2,1,100000,100000,1,3
4087,3,1,80000,80000,1,3
4087,4,12,6000,6000,1,3
4088,1,3,30000,30000,1,3
4088,2,3,51000,51000,1,3
4089,1,3,34000,34000,1,3
4089,3,1,100000,33333.3333333333,1,7
4089,4,3,33000,33000,1,3
4090,2,21,50000,16666.6666666667,1,7
4091,2,5,28000,28000,1,3
4091,2,19,100000,100000,1,3
4092,1,13,80000,26666.6666666667,1,7
4093,1,1,80000,80000,1,3
4094,1,2,180000,180000,1,3
4094,1,13,67800,67800,1,3
4094,3,1,290000,290000,1,3
4095,1,13,120000,40000,1,7
4096,2,1,40000,40000,1,3
4096,2,19,40000,40000,1,3
4097,2,3,19000,19000,1,3
4097,3,1,100000,100000,1,3
4098,1,3,40000,40000,1,3
4098,2,3,30000,30000,1,3
4098,3,2,200000,200000,1,3
4099,1,3,44000,44000,1,3
4100,2,19,50000,374500,2,3
4101,1,3,37000,37000,1,3
4101,2,3,48000,48000,1,3
4102,1,1,50000,50000,1,3
4102,1,3,38000,38000,1,3
4102,5,1,40000,40000,1,3
4103,1,3,35000,35000,1,3
4104,1,3,62000,62000,1,3
4105,1,1,40000,40000,1,3
4105,1,3,40000,40000,1,3
4106,2,3,46000,46000,1,3
4106,2,22,50000,50000,1,3
4107,1,3,48000,48000,1,3
4107,2,3,36000,36000,1,3
4108,1,1,180000,180000,1,3
4109,1,3,42000,42000,1,3
4110,1,22,100000,100000,1,3
4111,2,5,30000,30000,1,3
4111,2,19,40000,40000,1,3
4111,2,22,20000,20000,1,3
4112,1,3,46000,46000,1,3
4113,1,1,120000,120000,1,3
4113,1,19,50000,50000,1,3
4114,1,1,210000,210000,1,3
4114,1,3,38000,38000,1,3
4114,1,13,68100,68100,1,3
4114,1,19,500,236275,3,3
4115,1,3,41000,41000,1,3
4115,2,3,33000,33000,1,3
4115,2,5,18000,18000,1,3
4116,1,3,43000,43000,1,3
4116,1,13,68200,68200,1,3
4116,1,19,400,189020,3,3
4117,1,3,41000,41000,1,3
4117,2,2,100000,100000,1,3
4117,2,19,300,141765,3,3
4118,1,19,400,189020,3,3
4119,1,1,100000,100000,1,3
4119,1,19,200,94510,3,3
4120,1,19,300,141765,3,3
4121,1,1,100000,100000,1,3
4122,1,13,92200,92200,1,3
4122,1,19,500,236275,3,3
4123,1,22,80000,26666.6666666667,1,7
4124,1,1,50000,50000,1,3
4124,1,22,60000,10000,1,5
4125,1,13,70000,23333.3333333333,1,7
4126,2,21,80000,26666.6666666667,1,7
4127,1,1,50000,50000,1,3
4127,1,3,30000,30000,1,3
4127,2,1,70000,70000,1,3
4128,1,3,30000,30000,1,3
4128,2,1,190000,190000,1,3
4128,2,22,100000,33333.3333333333,1,7
4129,1,3,32000,32000,1,3
4129,1,22,60000,20000,1,7
4130,1,3,35000,35000,1,3
4131,1,22,6000,14980,2,7
4132,1,1,40000,40000,1,3
4132,1,3,45000,45000,1,3
4132,2,3,32000,32000,1,3
4132,3,5,22500,22500,1,3
4132,4,3,16000,16000,1,3
4133,2,19,30000,224700,2,3
4133,4,1,55000,55000,1,3
4134,2,1,120000,120000,1,3
4134,4,5,35000,35000,1,3
4134,4,19,25000,187250,2,3
4135,1,1,45000,45000,1,3
4135,3,1,105000,105000,1,3
4136,2,19,20000,149800,2,3
4136,3,1,90000,90000,1,3
4137,1,1,45000,45000,1,3
4137,1,19,8000,59920,2,3
4138,1,1,30000,30000,1,3
4138,1,19,100,47255,3,3
4139,1,1,55000,55000,1,3
4139,1,5,22500,22500,1,3
4140,2,1,250000,250000,1,3
4141,1,3,41000,41000,1,3
4141,1,13,15000,15000,1,3
4141,2,2,80000,80000,1,3
4142,1,3,35000,35000,1,3
4142,1,13,30000,30000,1,3
4142,2,1,60000,60000,1,3
4142,3,22,100000,100000,1,3
4143,2,2,70000,70000,1,3
4143,2,22,60000,60000,1,3
4143,3,13,100000,100000,1,3
4144,1,3,33000,33000,1,3
4144,1,13,90000,90000,1,3
4144,2,3,42000,42000,1,3
4144,2,22,40000,40000,1,3
4145,2,13,70000,70000,1,3
4145,2,19,500,59068.75,3,6
4145,5,5,22000,22000,1,3
4146,2,13,100000,100000,1,3
4146,2,19,20000,149800,2,3
4146,2,22,20000,20000,1,3
4147,1,1,140000,140000,1,3
4147,1,3,50000,50000,1,3
4147,3,1,180000,180000,1,3
4147,8,1,140000,140000,1,3
4148,1,3,32000,32000,1,3
4148,1,13,20000,20000,1,3
4148,3,3,16000,16000,1,3
4148,4,1,60000,60000,1,3
4148,4,5,28000,28000,1,3
4149,2,5,30000,30000,1,3
4149,2,19,5000,9362.5,2,6
4150,1,3,34000,34000,1,3
4150,1,5,28000,28000,1,3
4150,3,13,27000,9000,1,7
4150,3,21,35000,11666.6666666667,1,7
4151,1,3,36000,36000,1,3
4151,1,5,18000,18000,1,3
4151,1,13,15000,5000,1,7
4152,1,5,39000,39000,1,3
4152,2,21,35000,2916.66666666667,1,4
4152,5,3,21000,21000,1,3
4153,2,13,50000,50000,1,3
4153,4,1,45000,45000,1,3
4153,4,5,30000,30000,1,3
4153,4,25,30000,30000,1,3
4153,7,1,40000,40000,1,3
4153,8,1,40000,40000,1,3
4154,1,3,43000,43000,1,3
4155,1,3,40000,40000,1,3
4155,1,5,22000,22000,1,3
4155,1,13,21000,7000,1,7
4155,3,21,30000,7500,1,6
4156,2,19,500,78758.3333333333,3,7
4157,1,3,75000,75000,1,3
4157,1,13,15000,5000,1,7
4158,1,3,42000,42000,1,3
4158,1,5,29000,29000,1,3
4158,1,19,15000,28087.5,2,6
4158,4,12,4800,4800,1,3
4159,1,3,60000,60000,1,3
4159,2,3,43900,43900,1,3
4159,3,3,19700,19700,1,3
4159,5,12,4700,4700,1,3
4159,6,12,4700,4700,1,3
4160,1,3,49000,49000,1,3
4160,2,1,2000,60000,1,1
4161,1,3,42000,42000,1,3
4162,1,3,29000,29000,1,3
4162,3,5,28000,28000,1,3
4163,1,21,100000,25000,1,6
4164,1,3,42000,42000,1,3
4164,2,3,42000,42000,1,3
4164,3,2,150000,150000,1,3
4164,4,1,62000,62000,1,3
4165,1,3,42000,42000,1,3
4165,2,3,38000,38000,1,3
4166,1,3,62000,62000,1,3
4166,2,3,40000,40000,1,3
4166,3,1,120000,120000,1,3
4167,1,3,47000,47000,1,3
4167,2,3,45000,45000,1,3
4167,3,5,28000,28000,1,3
4168,1,3,55000,55000,1,3
4168,3,1,125000,125000,1,3
4168,4,1,45000,45000,1,3
4169,1,3,58000,58000,1,3
4169,2,3,42000,42000,1,3
4170,1,1,120000,120000,1,3
4170,2,1,70000,70000,1,3
4171,2,1,50000,50000,1,3
4171,2,19,10000,74900,2,3
4171,3,1,100000,100000,1,3
4172,1,1,300000,300000,1,3
4172,2,1,230000,230000,1,3
4173,1,19,5000,37450,2,3
4173,2,3,16000,16000,1,3
4174,1,3,47000,47000,1,3
4174,2,3,33000,33000,1,3
4174,4,1,60000,60000,1,3
4174,4,19,20000,149800,2,3
4175,2,1,60000,60000,1,3
4176,2,1,40000,40000,1,3
4176,4,1,45000,45000,1,3
4177,1,18,40000,40000,1,3
4177,1,22,50000,16666.6666666667,1,7
4178,1,1,35000,35000,1,3
4178,2,1,55000,55000,1,3
4178,3,1,95000,95000,1,3
4179,1,18,80000,80000,1,3
4179,1,22,150000,50000,1,7
4180,1,1,150000,150000,1,3
4180,1,5,34000,34000,1,3
4181,1,1,230000,230000,1,3
4181,1,3,38000,38000,1,3
4181,3,1,195000,195000,1,3
4181,3,19,30000,224700,2,3
4181,4,1,250000,250000,1,3
4182,1,3,44000,44000,1,3
4182,2,1,280000,280000,1,3
4182,2,19,15000,112350,2,3
4182,3,1,200000,200000,1,3
4183,1,1,80000,80000,1,3
4183,3,1,60000,60000,1,3
4184,1,1,120000,120000,1,3
4184,3,1,180000,180000,1,3
4184,4,3,19000,19000,1,3
4185,1,3,38000,38000,1,3
4185,1,5,21000,21000,1,3
4185,2,3,28000,28000,1,3
4185,3,1,150000,150000,1,3
4185,3,13,200,31503.3333333333,3,7
4185,4,1,120000,120000,1,3
4186,1,1,50000,50000,1,3
4186,2,1,220000,220000,1,3
4186,3,1,80000,80000,1,3
4187,1,1,70000,70000,1,3
4187,1,3,60000,60000,1,3
4187,2,3,30000,30000,1,3
4188,1,1,83000,83000,1,3
4189,1,3,53000,53000,1,3
4190,1,1,120000,120000,1,3
4190,2,1,40000,40000,1,3
4191,1,19,200,94510,3,3
4192,1,2,130000,130000,1,3
4193,1,19,10000,74900,2,3
4194,1,3,60000,60000,1,3
4194,1,19,250,132737.5,4,3
4194,2,3,50000,50000,1,3
4195,1,1,100000,100000,1,3
4195,2,1,90000,90000,1,3
4196,1,1,170000,170000,1,3
4196,1,3,27000,27000,1,3
4196,2,1,55000,55000,1,3
4196,3,3,21000,21000,1,3
4197,3,1,170000,170000,1,3
4198,2,13,633500,633500,1,3
4198,3,2,150000,150000,1,3
4199,3,19,200,31503.3333333333,3,7
4200,1,3,47000,47000,1,3
4200,2,3,39000,39000,1,3
4200,2,19,5000,37450,2,3
4201,2,19,200000,200000,1,3
4201,4,3,50000,50000,1,3
4201,5,3,48000,48000,1,3
4202,2,1,150000,150000,1,3
4202,3,1,80000,80000,1,3
4202,5,1,135000,135000,1,3
4202,9,1,200000,200000,1,3
4203,2,1,55000,55000,1,3
4203,2,19,200,31503.3333333333,3,7
4203,3,3,75000,75000,1,3
4203,4,3,16000,16000,1,3
4204,1,1,60000,60000,1,3
4204,2,5,33500,33500,1,3
4205,1,3,32000,32000,1,3
4205,3,5,17000,17000,1,3
4205,3,19,74000,74000,1,3
4206,1,3,16000,16000,1,3
4206,2,5,22000,22000,1,3
4206,4,1,80000,20000,1,6
4207,2,1,150000,150000,1,3
4207,3,1,90000,90000,1,3
4208,1,1,70000,70000,1,3
4208,2,5,28000,28000,1,3
4209,1,3,30000,30000,1,3
4209,2,3,30000,30000,1,3
4209,4,19,84000,84000,1,3
4209,5,12,5000,5000,1,3
4210,1,5,16000,16000,1,3
4210,2,1,60000,60000,1,3
4210,3,1,60000,60000,1,3
4211,1,3,40000,40000,1,3
4212,1,22,75000,75000,1,3
4213,1,2,100000,100000,1,3
4214,1,3,45000,45000,1,3
4215,1,3,40000,40000,1,3
4215,2,3,44000,44000,1,3
4215,4,5,28000,28000,1,3
4216,1,3,51000,51000,1,3
4216,2,3,33000,33000,1,3
4216,4,1,60000,60000,1,3
4217,1,3,19000,19000,1,3
4217,2,19,10000,74900,2,3
4218,1,1,100000,100000,1,3
4219,1,1,70000,70000,1,3
4219,1,3,35000,35000,1,3
4219,2,1,50000,50000,1,3
4219,4,1,70000,70000,1,3
4220,1,3,44000,44000,1,3
4220,2,3,48000,48000,1,3
4221,1,3,41000,41000,1,3
4221,3,22,10000,74900,2,3
4222,1,13,290000,290000,1,3
4222,4,3,41000,41000,1,3
4223,1,1,270000,270000,1,3
4223,2,13,120000,120000,1,3
4223,3,1,260000,260000,1,3
4224,1,13,240000,240000,1,3
4224,1,19,100,47255,3,3
4225,1,1,270000,270000,1,3
4225,2,1,215000,215000,1,3
4225,3,3,18000,18000,1,3
4225,3,13,140000,140000,1,3
4226,1,13,230000,230000,1,3
4227,1,13,210000,210000,1,3
4227,2,8,18000,18000,1,3
4228,1,13,200000,200000,1,3
4228,6,3,38000,38000,1,3
4229,1,13,290000,290000,1,3
4230,1,1,270000,270000,1,3
4230,3,13,220000,220000,1,3
4230,4,1,260000,260000,1,3
4231,1,3,40000,40000,1,3
4231,2,3,26000,26000,1,3
4232,1,1,50000,50000,1,3
4232,4,1,70000,70000,1,3
4233,3,13,50000,8333.33333333333,1,5
4234,2,19,200,23627.5,3,6
4235,2,13,50000,50000,1,3
4236,1,3,35000,35000,1,3
4236,2,3,27000,27000,1,3
4237,1,3,34000,34000,1,3
4237,2,13,65000,21666.6666666667,1,7
4238,1,3,29000,29000,1,3
4238,3,1,58000,58000,1,3
4239,1,13,45000,7500,1,5
4239,3,1,70000,70000,1,3
4240,1,3,45000,45000,1,3
4241,1,1,420000,420000,1,3
4241,2,1,207000,207000,1,3
4241,3,12,4850,4850,1,3
4242,1,1,55000,55000,1,3
4242,1,3,40000,40000,1,3
4243,1,1,450000,450000,1,3
4244,1,1,180000,180000,1,3
4245,1,3,25000,25000,1,3
4245,2,1,200000,200000,1,3
4246,1,3,50000,50000,1,3
4246,2,3,42000,42000,1,3
4247,1,1,200000,200000,1,3
4247,2,8,18000,18000,1,3
4248,1,3,45000,45000,1,3
4248,2,3,34000,34000,1,3
4249,1,1,150000,150000,1,3
4250,1,1,120000,120000,1,3
4250,2,1,55000,55000,1,3
4251,1,3,51000,51000,1,3
4251,1,19,100,47255,3,3
4251,2,3,54000,54000,1,3
4252,1,19,250,118137.5,3,3
4253,1,1,200000,200000,1,3
4253,3,12,4800,4800,1,3
4254,1,3,37000,37000,1,3
4254,2,3,42000,42000,1,3
4254,3,3,48000,48000,1,3
4255,1,1,150000,150000,1,3
4255,2,1,100000,100000,1,3
4256,1,5,30000,30000,1,3
4256,1,19,50000,50000,1,3
4256,1,25,40000,40000,1,3
4256,2,12,5000,5000,1,3
4257,1,3,45000,45000,1,3
4258,1,2,100000,100000,1,3
4258,2,1,70000,70000,1,3
4258,3,1,150000,150000,1,3
4258,7,1,120000,120000,1,3
4258,8,3,55000,55000,1,3
4258,9,3,45000,45000,1,3
4259,1,3,55000,55000,1,3
4259,2,3,46000,46000,1,3
4260,1,2,270000,270000,1,3
4261,1,3,43000,43000,1,3
4261,2,5,23000,23000,1,3
4262,1,1,120000,120000,1,3
4263,1,3,51000,51000,1,3
4263,2,19,150,70882.5,3,3
4264,1,2,100000,100000,1,3
4265,1,1,200000,200000,1,3
4265,2,2,200000,200000,1,3
4265,3,3,21000,21000,1,3
4265,4,3,37000,37000,1,3
4265,5,3,38000,38000,1,3
4266,1,1,250000,250000,1,3
4266,1,19,150,70882.5,3,3
4267,1,3,40000,40000,1,3
4267,2,1,67000,67000,1,3
4267,2,3,30000,30000,1,3
4268,1,3,22000,22000,1,3
4268,1,5,17000,17000,1,3
4268,1,18,40000,13333.3333333333,1,7
4269,1,3,26000,26000,1,3
4269,1,19,200,94510,3,3
4270,1,1,62000,62000,1,3
4270,1,3,51000,51000,1,3
4270,2,3,39000,39000,1,3
4271,1,1,60000,60000,1,3
4271,2,5,55000,55000,1,3
4271,8,1,70000,70000,1,3
4272,1,1,110000,110000,1,3
4272,2,1,90000,90000,1,3
4272,2,19,10000,24966.6666666667,2,7
4273,1,1,75000,75000,1,3
4273,1,3,44000,44000,1,3
4273,2,1,65000,65000,1,3
4274,1,3,42000,42000,1,3
4274,1,5,17000,17000,1,3
4275,1,2,60000,60000,1,3
4275,2,3,30000,30000,1,3
4275,3,2,75000,75000,1,3
4276,1,1,51000,51000,1,3
4276,1,3,30000,30000,1,3
4276,2,1,71000,71000,1,3
4276,5,3,41000,41000,1,3
4276,5,13,6000,6000,1,3
4277,1,3,32600,32600,1,3
4277,2,13,30000,10000,1,7
4278,1,3,36600,36600,1,3
4278,2,13,45000,45000,1,3
4278,7,3,28000,28000,1,3
4278,7,5,29000,29000,1,3
4279,1,13,45000,45000,1,3
4279,1,13,26000,8666.66666666667,1,7
4280,1,1,47000,47000,1,3
4280,2,13,10000,3333.33333333333,1,7
4280,3,3,45900,45900,1,3
4281,1,5,29000,29000,1,3
4281,1,13,60000,5000,1,4
4281,2,1,41800,41800,1,3
4281,5,3,39850,39850,1,3
4282,1,3,36880,36880,1,3
4282,2,3,32880,32880,1,3
4282,3,1,212500,212500,1,3
4283,1,13,100000,33333.3333333333,1,7
4284,2,3,30000,30000,1,3
4284,2,13,21000,7000,1,7
4284,6,3,37600,37600,1,3
4285,1,1,217000,217000,1,3
4285,1,19,100,15751.6666666667,3,7
4286,1,1,80000,80000,1,3
4286,2,1,50000,50000,1,3
4286,2,13,10000,10000,1,3
4287,1,3,45000,45000,1,3
4287,1,18,25000,25000,1,3
4288,1,3,52000,52000,1,3
4288,2,3,38000,38000,1,3
4288,3,1,100000,100000,1,3
4288,4,19,100,15751.6666666667,3,7
4289,1,3,42000,42000,1,3
4289,2,2,70000,70000,1,3
4290,1,3,48000,48000,1,3
4290,1,13,68100,68100,1,3
4291,1,1,75000,75000,1,3
4291,1,13,40000,13333.3333333333,1,7
4291,2,13,50000,50000,1,3
4292,1,3,38000,38000,1,3
4292,1,18,20000,20000,1,3
4293,1,3,35000,35000,1,3
4293,2,1,135000,135000,1,3
4294,1,1,25000,25000,1,3
4294,2,1,15000,15000,1,3
4295,2,1,220000,220000,1,3
4295,2,13,67800,67800,1,3
4295,2,19,20000,149800,2,3
4295,3,1,210000,210000,1,3
4296,2,3,50000,50000,1,3
4296,2,19,15000,112350,2,3
4296,3,1,70000,70000,1,3
4296,6,3,34000,34000,1,3
4297,1,2,200000,200000,1,3
4298,1,1,160000,160000,1,3
4298,1,3,47000,47000,1,3
4298,2,3,32000,32000,1,3
4298,4,1,140000,140000,1,3
4298,6,3,20000,20000,1,3
4299,1,2,60000,60000,1,3
4299,3,1,70000,70000,1,3
4299,5,3,30000,30000,1,3
4300,1,3,41000,41000,1,3
4300,2,3,44000,44000,1,3
4301,1,3,45000,45000,1,3
4301,2,2,30000,30000,1,3
4302,2,1,84000,84000,1,3
4302,3,19,10000,74900,2,3
4302,4,3,31000,31000,1,3
4302,4,5,17000,17000,1,3
4303,1,3,39000,39000,1,3
4304,4,3,44000,44000,1,3
4305,1,3,38000,38000,1,3
4305,2,3,37000,37000,1,3
4306,1,3,34000,34000,1,3
4306,1,5,17000,17000,1,3
4307,1,3,29000,29000,1,3
4308,1,3,65000,65000,1,3
4308,2,3,44000,44000,1,3
4309,2,5,29000,29000,1,3
4310,1,1,120000,120000,1,3
4310,2,1,35000,35000,1,3
4310,5,3,40000,40000,1,3
4310,6,3,30000,30000,1,3
4311,1,3,32000,32000,1,3
4311,2,3,33000,33000,1,3
4312,1,3,43000,43000,1,3
4313,1,1,250000,250000,1,3
4313,1,3,53000,53000,1,3
4313,1,13,59300,59300,1,3
4313,2,1,169000,169000,1,3
4313,3,1,220000,220000,1,3
4313,4,1,205000,205000,1,3
4314,1,3,35000,35000,1,3
4315,1,13,120000,120000,1,3
4315,3,12,4500,4500,1,3
4315,4,12,4500,4500,1,3
4316,1,3,36000,36000,1,3
4316,4,5,28000,28000,1,3
4317,4,5,28500,28500,1,3
4317,5,3,21400,21400,1,3
4318,1,3,49000,49000,1,3
4318,1,13,15000,5000,1,7
4318,2,1,201000,201000,1,3
4318,2,3,53000,53000,1,3
4318,3,1,300000,300000,1,3
4319,1,3,39000,39000,1,3
4319,2,2,50000,50000,1,3
4319,3,2,75000,75000,1,3
4320,2,1,60000,60000,1,3
4321,1,1,220000,220000,1,3
4321,1,19,10000,73800,2,3
4322,1,1,220000,220000,1,3
4323,2,19,20000,147600,2,3
4323,4,1,37000,37000,1,3
4324,1,1,270000,270000,1,3
4324,1,19,200,96030,3,3
4325,1,1,180000,180000,1,3
4325,2,1,90000,90000,1,3
4326,1,3,28500,28500,1,3
4326,1,18,20000,20000,1,3
4327,1,1,260000,260000,1,3
4328,1,1,250000,250000,1,3
4329,1,1,160000,160000,1,3
4330,1,1,150000,150000,1,3
4330,2,19,300000,300000,1,3
4331,1,3,59000,59000,1,3
4331,2,18,20000,20000,1,3
4332,1,3,35000,35000,1,3
4332,2,3,30600,30600,1,3
4332,3,1,200000,200000,1,3
4333,1,3,40000,40000,1,3
4333,2,3,36600,36600,1,3
4333,3,1,190000,190000,1,3
4334,1,3,55000,55000,1,3
4334,2,3,42400,42400,1,3
4335,1,17,180000,180000,1,3
4335,2,1,74000,74000,1,3
4336,1,1,30000,30000,1,3
4336,1,3,34600,34600,1,3
4337,3,1,180000,180000,1,3
4337,3,3,16000,16000,1,3
4337,3,3,16000,16000,1,3
4338,1,3,45000,45000,1,3
4338,1,18,60000,60000,1,3
4338,2,3,32400,32400,1,3
4339,1,3,45000,45000,1,3
4339,2,3,43000,43000,1,3
4339,2,5,17000,17000,1,3
4340,1,19,5000,36900,2,3
4341,1,3,35000,35000,1,3
4341,2,1,150000,150000,1,3
4342,1,3,35000,35000,1,3
4343,1,1,310000,310000,1,3
4344,1,3,38000,38000,1,3
4344,2,1,180000,180000,1,3
4344,3,1,80000,80000,1,3
4345,1,3,28600,28600,1,3
4345,1,17,10000,10000,1,3
4346,3,1,80000,80000,1,3
4347,2,1,80000,80000,1,3
4348,2,3,30000,30000,1,3
4348,2,21,80000,26666.6666666667,1,7
4348,3,1,90000,90000,1,3
4348,4,8,18000,18000,1,3
4349,2,1,70000,70000,1,3
4349,2,21,100000,33333.3333333333,1,7
4349,3,3,32000,32000,1,3
4349,3,18,20000,20000,1,3
4350,2,19,20000,147600,2,3
4351,1,1,100000,100000,1,3
4352,1,3,30000,30000,1,3
4352,1,21,80000,80000,1,3
4352,2,1,80000,80000,1,3
4353,1,1,60000,60000,1,3
4353,1,3,30000,30000,1,3
4353,2,1,80000,80000,1,3
4354,1,21,40000,40000,1,3
4354,3,18,80000,80000,1,3
4354,6,1,80000,80000,1,3
4355,1,1,110000,110000,1,3
4355,1,3,35000,35000,1,3
4355,2,1,50000,50000,1,3
4356,1,3,40000,40000,1,3
4357,1,3,55000,55000,1,3
4358,1,2,200000,200000,1,3
4358,4,1,150000,150000,1,3
4358,7,3,33000,33000,1,3
4359,1,1,80000,80000,1,3
4359,1,3,34000,34000,1,3
4359,3,19,100000,100000,1,3
4360,1,1,150000,150000,1,3
4361,2,22,400000,400000,1,3
4362,1,1,300000,300000,1,3
4362,2,1,220000,220000,1,3
4362,3,1,400000,400000,1,3
4363,1,3,44000,44000,1,3
4363,1,5,17000,17000,1,3
4363,1,19,5000,12300,2,7
4364,1,1,60000,60000,1,3
4364,1,3,31000,31000,1,3
4365,1,3,45000,45000,1,3
4365,1,18,40000,40000,1,3
4366,1,1,80000,80000,1,3
4366,2,1,160000,160000,1,3
4366,3,1,80000,80000,1,3
4366,5,1,120000,120000,1,3
4366,5,3,45000,45000,1,3
4366,6,3,35000,35000,1,3
4367,1,3,27000,27000,1,3
