"recno","f2_row","f2_1","f2_2","f2_3","f2_4","f2_5","f2_6","f2_7","f2_8","f2_9","f2_10","f2_11","f2_12","f2_13","f2_14"
1710,12,8,,,,,4,,,5,12500,,,,
1720,1,2,,,1,120000,,,,,,2,,,
1720,2,1,,,,,,,,,,,,,
1720,4,1,,,,,,,,,,,,,
1720,6,,,,,,1,,,50,150000,,,,
1720,11,10,,,,,10,,,13,26000,,,,
1720,12,10,,,,,10,,,13,26000,,,,
1721,6,,2,70000,,,2,,,75,225000,,,,
1721,8,,2,70000,,,,,,,,,,,
1721,11,15,30,18000,,,15,,,17,51000,,,,
1721,12,15,,,,,10,,,13,39000,,,,
1722,6,,2,60000,,,2,20,60000,80,240000,2,,,
1722,8,,2,60000,,,,,,,,,,,
1722,11,25,70,42000,,,25,,,23,46000,,,,
1722,12,25,,,,,5,,,5,10000,,,,
1722,19,1,,,,,,,,,,,,,
1723,11,10,,,,,4,,,5,10000,,,,
1723,12,10,,,,,4,,,5,10000,,,,
1724,11,12,,,,,10,,,12,24000,,,,
1724,12,12,,,,,10,,,12,24000,,,,
1726,6,5,,,7,210000,4,90,288000,40,128000,2,,,
1726,7,1,,,,,,,,,,,,,
1726,8,4,,,7,210000,,,,,,2,,,
1726,11,67,50,32500,,,5,,,6,12000,,,,
1726,12,17,,,,,5,,,6,12000,,,,
1727,6,,,,,,1,,,60,180000,,,,
1727,11,15,,,,,10,,,13,26000,,,,
1727,12,15,,,,,10,,,13,26000,,,,
1728,1,4,,,2,200000,,,,,,2,,,
1728,2,2,,,,,,,,,,,,,
1728,4,2,,,,,,,,,,,,,
1728,6,2,2,80000,,,1,,,40,120000,,,,
1728,8,2,2,80000,,,,,,,,,,,
1728,11,20,,,,,7,,,8,16000,,,,
1728,12,20,,,,,7,,,8,16000,,,,
1849,6,2,2,70000,,,2,60,180000,6,18000,2,8,,
1849,8,2,2,70000,,,2,60,180000,6,18000,2,8,,
1849,11,25,,,,,,,,,,,,,
1849,12,20,,,,,,,,,,,,,
1850,1,2,,,,,1,130,260000,7,14000,2,,,
1850,2,1,,,,,,,,,,,,,
1850,3,1,,,,,1,130,260000,7,14000,2,,,
1850,6,3,3,105000,,,,,,,,,,,
1850,8,3,3,105000,,,,,,,,,,,
1850,11,30,,,,,5,,,6,7200,,,,
1850,12,25,,,,,5,,,6,7200,,,,
1851,1,2,,,1,270000,,,,,,2,,,
1851,2,2,,,,,,,,,,,,,
1851,3,,,,1,270000,,,,,,2,,,
1851,11,30,,,,,,,,,,,,,
1851,12,22,,,,,,,,,,,,,
1852,11,25,,,,,,,,,,,,,
1852,12,20,,,,,,,,,,,,,
1854,11,22,6,18000,,,,,,,,,,,
1854,12,17,,,,,,,,,,,,,
1855,1,6,,,3,650000,1,140,280000,20,40000,2,8,,
1855,2,3,,,1,330000,,,,,,2,8,,
1855,3,1,,,,,1,140,280000,20,40000,2,8,,
1855,4,2,,,2,320000,,,,,,2,8,,
1855,9,32,,,6,270000,1,,,16,40000,,2,,
1855,11,15,,,,,7,,,10,18000,,,,
1855,12,15,,,,,7,,,10,18000,,,,
1859,1,6,,,1,350000,1,145,290000,20,40000,2,8,,
1859,2,2,,,1,350000,,,,,,2,8,,
1859,3,1,,,,,1,145,290000,20,40000,2,8,,
1859,4,3,,,,,,,,,,,,,
1859,11,14,,,5,15000,3,,,5,9000,2,,,
1859,12,14,,,5,15000,3,,,5,9000,2,,,
1860,1,5,,,2,360000,2,280,560000,35,70000,2,8,,
1860,2,2,,,,,1,130,260000,15,30000,2,8,,
1860,3,1,,,,,1,150,300000,20,40000,2,8,,
1860,4,2,,,2,360000,,,,,,2,8,,
1860,11,16,,,5,15000,5,,,8,15000,2,,,
1860,12,16,,,5,15000,5,,,8,15000,2,,,
1863,11,15,,,4,12000,6,,,9,16000,2,8,,
1863,12,15,,,4,12000,6,,,9,16000,2,8,,
1864,1,6,,,2,520000,1,135,270000,15,30000,2,,,
1864,2,2,,,1,340000,1,135,270000,15,30000,2,,,
1864,3,2,,,,,,,,,,,,,
1864,4,2,,,1,180000,,,,,,2,,,
1864,11,15,,,4,15000,5,,,8,15000,2,,,
1864,12,15,,,4,15000,5,,,8,15000,2,,,
1866,11,16,,,5,15000,7,,,10,18000,2,,,
1866,12,16,,,5,15000,7,,,10,18000,2,,,
1867,1,5,,,3,700000,1,150,300000,20,40000,2,,,
1867,2,2,,,1,350000,,,,,,2,,,
1867,3,1,,,,,1,150,300000,20,40000,2,,,
1867,4,2,,,2,350000,,,,,,2,,,
1867,11,18,,,5,15000,5,,,8,15000,2,,,
1867,12,18,,,5,15000,5,,,8,15000,2,,,
1869,11,11,,,,,4,,,6,11000,,,,
1869,12,11,,,,,4,,,6,11000,,,,
1871,1,5,,,2,530000,1,150,300000,20,40000,2,,,
1871,2,2,,,1,350000,,,,,,2,,,
1871,3,1,,,,,1,150,300000,20,40000,2,,,
1871,4,2,,,1,180000,,,,,,2,,,
1871,9,18,,,10,400000,2,,,26,65000,2,,,
1871,11,15,,,,,6,,,10,18000,,,,
1871,12,15,,,,,6,,,10,18000,,,,
1872,11,12,,,,,4,,,6,11000,,,,
1872,12,12,,,,,4,,,6,11000,,,,
1873,11,5,,,,,,,,,,,,,
1873,12,5,,,,,,,,,,,,,
1873,13,2,,,,,,,,,,,,,
1873,14,2,,,,,,,,,,,,,
1876,11,8,,,,,,,,,,,,,
1876,12,8,,,,,,,,,,,,,
1878,11,5,,,,,,,,,,,,,
1878,12,5,,,,,,,,,,,,,
1879,11,8,,,,,,,,,,,,,
1879,12,8,,,,,,,,,,,,,
1881,6,2,2,80000,,,,,,,,,,,
1881,8,2,2,80000,,,,,,,,,,,
1881,11,34,,,,,,,,,,,,,
1881,12,20,,,,,,,,,,,,,
1900,11,22,,,,,8,,,15,25500,,,,
1900,12,10,,,,,8,,,15,25500,,,,
1903,11,25,,,,,10,,,25,42500,,,,
1903,12,20,,,,,10,,,25,42500,,,,
1905,1,4,,,,,1,100,180000,50,90000,2,,,10
1905,2,2,,,,,,,,,,,,,
1905,4,2,,,,,1,100,180000,50,90000,2,,,10
1905,11,15,,,,,8,,,15,26000,,,,
1905,12,15,,,,,8,,,15,26000,,,,
1910,1,1,,,,,,,,,,,,,
1910,4,1,,,,,,,,,,,,,
1910,11,9,,,,,,,,,,,,,
1910,12,9,,,,,,,,,,,,,
1911,11,15,,,,,,,,,,,,,
1911,12,13,,,,,,,,,,,,,
1912,11,22,,,,,,,,,,,,,
1912,12,20,,,,,,,,,,,,,
1913,11,10,,,,,,,,,,,,,
1913,12,10,,,,,,,,,,,,,
1914,1,1,,,,,,,,,,,,,
1914,4,1,,,,,,,,,,,,,
1915,1,2,,,,,,,,,,,,,
1915,2,1,,,,,,,,,,,,,
1915,4,1,,,,,,,,,,,,,
1915,11,20,,,,,,,,,,,,,
1915,12,12,,,,,,,,,,,,,
1917,1,2,,,,,,,,,,,,,
1917,2,1,,,,,,,,,,,,,
1917,4,1,,,,,,,,,,,,,
1917,11,11,,,,,,,,,,,,,
1917,12,10,,,,,,,,,,,,,
1919,1,3,,,,,,,,,,,,,
1919,2,1,,,,,,,,,,,,,
1919,3,1,,,,,,,,,,,,,
1919,4,1,,,,,,,,,,,,,
1920,1,3,,,,,,,,,,,,,
1920,2,2,,,,,,,,,,,,,
1920,3,1,,,,,,,,,,,,,
1921,1,3,,,,,,,,,,,,,
1921,2,2,,,,,,,,,,,,,
1921,3,1,,,,,,,,,,,,,
1921,11,25,,,,,,,,,,,,,
1921,12,25,,,,,,,,,,,,,
1945,1,4,,,2,300000,,,,,,2,,,
1945,2,2,,,,,,,,,,,,,
1945,4,2,,,2,300000,,,,,,2,,,
1945,11,40,20,12000,,,6,,,8,12000,,,,
1945,12,20,,,,,,,,,,,,,
1946,1,6,,,2,320000,1,80,176000,10,22000,2,,,
1946,2,3,,,,,,,,,,,,,
1946,4,3,,,2,320000,1,80,176000,10,22000,2,,,
1946,9,10,,,8,240000,2,,,20,60000,2,,,
1946,11,25,,,,,2,,,3,4500,,,,
1946,12,20,,,,,,,,,,,,,
1947,1,10,,,3,450000,2,160,352000,10,22000,2,,,
1947,2,5,,,,,,,,,,,,,
1947,4,5,,,3,450000,2,160,352000,10,22000,2,,,
1947,9,10,,,10,300000,,,,,,2,,,
1947,11,20,,,,,4,,,6,9000,,,,
1947,12,10,,,,,,,,,,,,,
1948,1,6,,,2,400000,1,80,176000,10,22000,2,,,
1948,2,3,,,,,,,,,,,,,
1948,4,3,,,2,400000,1,80,176000,10,22000,2,,,
1948,11,40,10,6000,,,5,,,7,10500,,,,
1948,12,30,,,,,,,,,,,,,
1949,1,2,,,1,165000,,,,,,2,,,
1949,2,1,,,,,,,,,,,,,
1949,4,1,,,1,165000,,,,,,2,,,
1949,11,40,20,12000,,,,,,,,,,,
1949,12,20,,,,,,,,,,,,,
1950,1,6,,,2,350000,1,60,132000,12,26400,2,,,
1950,2,3,,,,,,,,,,,,,
1950,4,3,,,2,350000,1,60,132000,12,26400,2,,,
1950,11,50,30,18000,,,6,,,9,13500,,,,
1950,12,20,,,,,,,,,,,,,
1951,1,8,,,4,600000,,,,,,2,,,
1951,2,4,,,,,,,,,,,,,
1951,4,4,,,4,600000,,,,,,2,,,
1951,9,10,,,8,200000,2,,,20,60000,2,,,
1951,11,30,,,,,5,,,6,9000,,,,
1951,12,30,,,,,,,,,,,,,
1952,1,4,,,2,350000,,,,,,2,,,
1952,2,2,,,,,,,,,,,,,
1952,4,2,,,2,350000,,,,,,2,,,
1952,9,10,,,10,300000,,,,,,2,,,
1952,11,20,,,,,6,,,6,9000,,,,
1952,12,20,,,,,,,,,,,,,
1957,1,2,,,1,100000,,,,,,2,,,
1957,2,1,,,,,,,,,,,,,
1957,4,1,,,1,100000,,,,,,2,,,
1957,9,10,,,,,1,,,25,50000,,,,
1957,11,10,,,,,2,,,3,4500,,,,
1957,12,10,,,,,2,,,3,4500,,,,
1958,1,2,,,1,80000,,,,,,2,,,
1958,2,1,,,,,,,,,,,,,
1958,4,1,,,1,80000,,,,,,2,,,
1958,9,4,,,,,,,,,,,,,
1958,11,10,5,10000,,,,,,,,,,,
1958,12,10,5,10000,,,,,,,,,,,
1961,1,2,,,,,,,,,,,,,
1961,2,1,,,,,,,,,,,,,
1961,4,1,,,,,,,,,,,,,
1961,9,8,,,,,1,,,20,40000,,,,
1961,11,10,10,20000,,,2,,,3,4500,,,,
1961,12,10,10,20000,,,2,,,3,4500,,,,
1963,6,8,,,7,315000,1,15,45000,15,45000,2,4,,
1963,7,2,,,,,,,,,,,,,
1963,8,6,,,7,315000,1,15,45000,15,45000,2,4,,
1964,1,4,,,2,180000,,,,,,2,,,
1964,2,2,,,,,,,,,,,,,
1964,3,1,,,,,,,,,,,,,
1964,4,1,,,2,180000,,,,,,2,,,
1967,1,4,,,1,160000,1,,,30,60000,3,,,
1967,2,1,,,,,,,,,,,,,
1967,3,,,,1,160000,,,,,,3,,,
1967,4,2,,,,,1,,,30,60000,,,,
1971,1,5,,,1,190000,,,,,,3,,,
1971,2,2,,,,,,,,,,,,,
1971,3,2,,,1,190000,,,,,,3,,,
1971,4,1,,,,,,,,,,,,,
1982,11,15,,,,,6,,,12,24000,,,,
1982,12,15,,,,,6,,,12,24000,,,,
1983,1,5,,,1,180000,,,,,,1,,,
1983,2,2,,,,,,,,,,,,,
1983,3,1,,,1,180000,,,,,,1,,,
1983,4,2,,,,,,,,,,,,,
1983,6,1,1,35000,,,1,40,120000,40,120000,2,8,9,
1983,8,1,1,35000,,,,,,,,,,,
1983,10,1,,,,,,,,,,,,,
1983,11,10,,,,,4,,,8,16000,,,,
1983,12,10,,,,,4,,,8,16000,,,,
1986,11,7,,,,,2,,,4,8000,,,,
1986,12,7,,,,,2,,,4,8000,,,,
1987,1,2,,,,,,,,,,,,,
1987,2,1,,,,,,,,,,,,,
1987,4,1,,,,,,,,,,,,,
1987,12,6,,,,,,,,,,,,,
1987,13,6,,,,,,,,,,,,,
1988,1,5,,,1,180000,,,,,,1,,,
1988,2,2,,,,,,,,,,,,,
1988,3,1,,,1,180000,,,,,,1,,,
1988,4,2,,,,,,,,,,,,,
1988,6,1,1,180000,,,,,,,,,,,
1988,7,1,1,180000,,,,,,,,,,,
1988,10,1,,,,,,,,,,,,,
1988,11,10,,,,,2,,,4,8000,,,,
1988,12,10,,,,,2,,,4,8000,,,,
1989,11,5,,,,,,,,,,,,,
1989,12,5,,,,,,,,,,,,,
2008,1,2,,,,,1,170,221000,10,13000,3,,,5
2008,2,1,,,,,1,170,221000,10,13000,3,,,5
2008,3,1,,,,,,,,,,,,,
2008,6,1,,,,,1,25,75000,10,30000,2,,,10
2008,11,20,,,,,,,,,,,,,
2008,12,10,,,,,,,,,,,,,
2009,1,4,,,,,,,,,,,,,
2009,2,2,,,,,,,,,,,,,
2009,4,2,,,,,,,,,,,,,
2009,6,,,,,,1,15,45000,20,60000,2,,,
2009,8,,,,,,1,15,45000,20,60000,2,,,
2009,11,10,,,,,,,,,,,,,
2009,12,8,,,,,,,,,,,,,
2010,11,15,,,,,,,,,,,,,
2010,12,10,,,,,,,,,,,,,
2011,1,2,,,,,,,,,,,,,
2011,2,1,,,,,,,,,,,,,
2011,4,1,,,,,,,,,,,,,
2011,11,10,,,,,,,,,,,,,
2011,12,10,,,,,,,,,,,,,
2012,1,2,,,,,,,,,,,,,
2012,2,1,,,,,,,,,,,,,
2012,4,1,,,,,,,,,,,,,
2012,6,3,,,,,,,,,,,,,
2012,8,3,,,,,,,,,,,,,
2013,1,3,,,,,,,,,,,,,
2013,2,2,,,,,,,,,,,,,
2013,3,1,,,,,,,,,,,,,
2013,11,5,,,,,,,,,,,,,
2013,12,5,,,,,,,,,,,,,
2014,1,4,,,,,,,,,,,,,
2014,2,2,,,,,,,,,,,,,
2014,4,2,,,,,,,,,,,,,
2014,6,1,,,,,1,15,49500,15,49500,2,,,
2014,8,1,,,,,1,15,49500,15,49500,2,,,
2014,11,10,,,,,,,,,,,,,
2014,12,5,,,,,,,,,,,,,
2015,1,3,,,,,,,,,,,,,
2015,2,1,,,,,,,,,,,,,
2015,3,1,,,,,,,,,,,,,
2015,4,1,,,,,,,,,,,,,
2015,6,1,,,,,,,,,,,,,
2015,11,10,,,,,,,,,,,,,
2015,12,6,,,,,,,,,,,,,
2016,1,3,,,,,,,,,,,,,
2016,2,1,,,,,,,,,,,,,
2016,3,1,,,,,,,,,,,,,
2016,4,1,,,,,,,,,,,,,
2016,6,1,,,,,,,,,,,,,
2016,8,1,,,,,,,,,,,,,
2016,11,10,,,,,,,,,,,,,
2016,12,6,,,,,,,,,,,,,
2062,1,17,,,4,950000,1,170,340000,10,20000,4,2,,
2062,2,5,,,,,,,,,,,,,
2062,3,7,,,4,950000,1,170,340000,10,20000,4,2,,
2062,4,5,,,,,,,,,,,,,
2062,9,10,,,5,180000,1,15,30000,10,20000,2,,,
2062,11,20,40,35000,,,20,,,35,50000,,,,
2062,12,10,,,,,,,,,,,,,
2063,1,5,,,2,480000,,,,,,2,,,
2063,2,2,,,,,,,,,,,,,
2063,3,2,,,2,480000,,,,,,2,,,
2063,4,1,,,,,,,,,,,,,
2063,9,9,,,4,140000,,,,,,2,,,
2063,11,10,25,30000,,,15,,,25,40000,,,,
2063,12,5,,,,,,,,,,,,,
2064,1,7,,,1,260000,1,90,180000,20,40000,2,4,,
2064,2,2,,,,,,,,,,,,,
2064,3,3,,,1,260000,1,90,180000,20,40000,2,4,,
2064,4,2,,,,,,,,,,,,,
2064,11,11,20,25000,,,15,,,25,35000,,,,
2064,12,7,,,,,,,,,,,,,
2065,1,10,,,2,290000,,,,,,2,,,
2065,2,4,,,,,,,,,,,,,
2065,3,3,,,2,290000,,,,,,2,,,
2065,4,3,,,,,,,,,,,,,
2065,9,14,,,8,270000,,,,,,2,,,
2065,11,10,20,25000,,,15,,,25,35000,,,,
2065,12,6,,,,,,,,,,,,,
2066,1,8,,,2,285000,1,120,240000,10,20000,2,4,,
2066,2,3,,,,,,,,,,,,,
2066,3,2,,,1,230000,1,120,240000,10,20000,2,4,,
2066,4,3,,,1,55000,,,,,,2,,,
2066,9,5,,,4,140000,,,,,,2,,,
2066,11,15,30,35000,,,20,,,30,45000,,,,
2066,12,10,,,,,,,,,,,,,
2067,1,14,,,3,810000,1,110,220000,20,40000,2,4,,
2067,2,4,,,,,,,,,,,,,
2067,3,5,,,2,460000,1,110,220000,20,40000,2,4,,
2067,4,4,,,,,,,,,,,,,
2067,5,1,,,1,350000,,,,,,2,,,
2067,9,14,,,5,180000,1,15,30000,10,20000,2,,,
2067,11,20,30,40000,,,20,,,35,55000,,,,
2067,12,10,,,,,,,,,,,,,
2068,1,28,,,7,1360000,1,120,240000,20,40000,2,,,
2068,2,12,,,1,260000,,,,,,2,,,
2068,3,8,,,4,1000000,1,120,240000,20,40000,2,,,
2068,4,8,,,2,100000,,,,,,2,,,
2068,9,46,,,20,700000,2,45,90000,10,20000,2,,,
2068,11,14,30,40000,,,8,20,30000,30,45000,2,,,
2068,12,10,,,,,,,,,,,,,
2069,1,13,,,3,740000,,,,,,2,,,
2069,2,5,,,1,280000,,,,,,2,,,
2069,3,4,,,2,460000,,,,,,2,,,
2069,4,4,,,,,,,,,,,,,
2069,9,23,,,10,350000,1,15,30000,10,20000,2,7,,
2069,11,15,40,50000,,,30,,,50,65000,,,,
2069,12,10,,,,,,,,,,,,,
2070,1,10,,,3,740000,1,110,220000,20,40000,2,4,,
2070,2,3,,,1,260000,,,,,,2,,,
2070,3,4,,,2,480000,1,110,220000,20,40000,2,4,,
2070,4,3,,,,,,,,,,,,,
2070,9,24,,,14,500000,1,15,30000,10,20000,2,,,
2070,11,20,40,50000,,,10,30,42000,50,70000,2,,,
2070,12,15,,,,,,,,,,,,,
2070,19,8,,,,,,,,,,,,,
2072,1,10,,,2,130000,1,90,180000,10,20000,2,,,
2072,2,5,,,,,,,,,,,,,
2072,3,2,,,,,1,90,180000,10,20000,2,,,
2072,4,3,,,2,130000,,,,,,2,,,
2072,11,30,,,,,5,,,5,7500,,,,
2072,12,30,,,,,5,,,5,7500,,,,
2072,19,10,,,,,,,,,,,,,
2073,1,2,,,,,,,,,,,,,
2073,2,1,,,,,,,,,,,,,
2073,4,1,,,,,,,,,,,,,
2073,11,15,,,,,1,,,1,1500,,,,
2073,12,15,,,,,1,,,1,1500,,,,
2074,1,10,,,,,,,,,,,,,
2074,2,3,,,,,,,,,,,,,
2074,3,5,,,,,,,,,,,,,
2074,4,2,,,,,,,,,,,,,
2074,6,1,,,,,,,,,,,,,
2074,7,1,,,,,,,,,,,,,
2074,9,8,,,,,,,,,,,,,
2074,11,50,,,,,,,,,,,,,
2074,12,50,,,,,,,,,,,,,
2075,1,7,,,,,1,85,170000,10,20000,2,,,
2075,2,3,,,,,,,,,,,,,
2075,3,2,,,,,1,85,170000,10,20000,2,,,
2075,4,2,,,,,,,,,,,,,
2075,11,20,,,,,3,,,3,4500,,,,
2075,12,20,,,,,3,,,3,4500,,,,
2076,1,3,,,,,,,,,,,,,
2076,2,1,,,,,,,,,,,,,
2076,3,1,,,,,,,,,,,,,
2076,4,1,,,,,,,,,,,,,
2076,11,10,,,,,2,,,2,3000,,,,
2076,12,10,,,,,2,,,2,3000,,,,
2077,1,5,,,,,1,85,170000,5,10000,2,,,
2077,2,2,,,,,,,,,,,,,
2077,3,1,,,,,1,85,170000,5,10000,2,,,
2077,4,2,,,,,,,,,,,,,
2077,11,30,,,,,2,,,2,3000,,,,
2077,12,30,,,,,2,,,2,3000,,,,
2078,1,7,,,,,1,75,127500,5,8500,2,,,
2078,2,3,,,,,1,75,127500,5,8500,2,,,
2078,3,2,,,,,,,,,,,,,
2078,4,2,,,,,,,,,,,,,
2078,11,30,,,,,3,,,3,4500,,,,
2078,12,30,,,,,3,,,3,4500,,,,
2079,1,6,,,,,2,160,320000,15,30000,2,,,
2079,2,2,,,,,,,,,,,,,
2079,3,2,,,,,2,160,320000,15,30000,2,,,
2079,4,2,,,,,,,,,,,,,
2079,11,50,,,,,8,,,8,12000,,,,
2079,12,50,,,,,8,,,8,12000,,,,
2080,1,10,,,1,320000,1,160,320000,10,20000,4,,,
2080,2,4,,,,,,,,,,,,,
2080,3,2,,,1,320000,1,160,320000,10,20000,4,,,
2080,4,4,,,,,,,,,,,,,
2080,10,1,,,,,,,,,,,,,
2080,11,50,,,,,15,10,20000,5,10000,2,,,
2080,12,20,,,,,,,,,,,,,
2081,1,12,,,,,2,320,640000,50,100000,2,,,
2081,2,5,,,,,,,,,,,,,
2081,3,2,,,,,2,320,640000,50,100000,2,,,
2081,4,5,,,,,,,,,,,,,
2081,6,12,,,3,180000,3,60,180000,20,60000,2,,,
2081,7,1,,,,,,,,,,,,,
2081,8,11,,,3,180000,3,60,180000,20,60000,2,,,
2081,11,40,,,,,10,,,18,27000,,,,
2081,12,20,,,,,,,,,,,,,
2083,1,2,,,,,,,,,,,,,
2083,2,1,,,,,,,,,,,,,
2083,3,1,,,,,,,,,,,,,
2083,10,1,,,,,,,,,,,,,
2083,11,30,,,,,10,5,9000,8,13000,2,,,
2083,12,15,,,,,,,,,,,,,
2085,1,8,,,,,1,150,300000,20,40000,2,3,,5
2085,2,4,,,,,,,,,,,,,
2085,3,2,,,,,1,150,300000,20,40000,2,3,,5
2085,4,2,,,,,,,,,,,,,
2085,7,1,,,,,5,80,240000,20,60000,2,3,,
2085,8,8,,,,,5,80,240000,20,60000,2,3,,
2085,10,1,,,,,,,,,,,,,
2085,11,50,,,,,12,8,14000,8,14000,2,,,
2085,12,19,,,,,,,,,,,,,
2088,11,40,,,,,15,13,23400,3,5400,2,,,
2088,12,25,,,,,,,,,,,,,
2116,1,6,,,,,1,,,80,160000,,,,
2116,2,2,,,,,,,,,,,,,
2116,3,2,,,,,,,,,,,,,
2116,4,2,,,,,,,,,,,,,
2116,9,20,,,,,6,,,50,125000,,,,
2116,11,15,,,,,8,,,10,20000,,,,
2116,12,15,,,,,,,,,,,,,
2117,1,,,,,,1,90,180000,10,20000,2,,,
2117,9,6,,,,,1,,,10,25000,,,,
2117,11,5,,,,,,,,,,,,,
2117,12,5,,,,,,,,,,,,,
2117,13,2,,,,,,,,,,,,,
2117,14,2,,,,,,,,,,,,,
2118,1,1,,,,,,,,,,,,,
2118,2,1,,,,,,,,,,,,,
2118,9,17,,,,,1,,,35,87000,,,,
2118,11,15,,,,,5,,,6,12000,,,,
2118,12,10,,,,,5,,,6,12000,,,,
2118,19,7,,,,,,,,,,,,,
2119,1,4,,,2,530000,,,,,,2,,,
2119,2,2,,,,,,,,,,,,,
2119,4,2,,,,,,,,,,,,,
2119,9,4,,,,,,,,,,,,,
2120,1,4,,,,,1,170,340000,30,60000,2,,,
2120,2,1,,,,,,,,,,,,,
2120,4,3,,,,,,,,,,,,,
2120,9,4,,,,,2,,,33,82500,,,,
2120,11,62,,,,,7,,,8,16000,,,,
2120,12,12,,,,,7,,,8,16000,,,,
2121,1,1,,,1,70000,,,,,,2,,,
2121,2,1,,,,,,,,,,,,,
2121,4,,,,1,70000,,,,,,2,,,
2121,9,8,,,,,3,,,45,112500,,,,
2121,11,12,,,,,1,,,1.5,3000,,,,
2121,12,5,,,,,1,,,1.5,3000,,,,
2122,1,2,,,,,,,,,,,,,
2122,2,1,,,,,,,,,,,,,
2122,4,1,,,,,,,,,,,,,
2122,11,3,,,,,,,,,,,,,
2122,12,3,,,,,,,,,,,,,
2122,19,12,,,,,,,,,,,,,
2123,1,1,,,,,,,,,,,,,
2123,2,1,,,,,,,,,,,,,
2123,11,3,,,,,,,,,,,,,
2123,12,3,,,,,,,,,,,,,
2126,1,2,,,,,1,80,160000,30,60000,2,,,
2126,2,1,,,,,,,,,,,,,
2126,3,,,,,,1,80,160000,30,60000,2,,,
2126,4,1,,,,,,,,,,,,,
2126,11,27,,,,,4,,,6,10200,,,,
2126,12,7,,,,,4,,,6,10200,,,,
2127,1,3,,,,,1,130,260000,30,60000,2,,,
2127,2,1,,,,,,,,,,,,,
2127,3,1,,,,,1,130,260000,30,60000,2,,,
2127,4,1,,,,,,,,,,,,,
2127,11,10,,,,,5,,,8,13600,,,,
2127,12,10,,,,,5,,,8,13600,,,,
2128,1,6,,,,,1,70,126000,80,144000,2,,,
2128,2,3,,,,,,,,,,,,,
2128,3,,,,,,1,70,126000,80,144000,2,,,
2128,4,3,,,,,,,,,,,,,
2128,11,15,,,3,15000,4,,,6,10200,2,,,
2128,12,15,,,3,15000,4,,,6,10200,2,,,
2129,1,3,,,,,2,140,280000,110,220000,2,,,
2129,2,2,,,,,,,,,,,,,
2129,3,,,,,,1,140,280000,30,60000,2,,,
2129,4,1,,,,,1,,,80,160000,,,,
2129,11,10,,,,,3,,,5,8500,,,,
2129,12,10,,,,,3,,,5,8500,,,,
2130,11,36,30,15000,,,4,,,7,11900,,,,
2130,12,6,30,15000,,,4,,,7,11900,,,,
2131,1,5,,,1,270000,1,40,72000,85,153000,2,,,6
2131,2,2,,,1,270000,,,,,,2,,,
2131,3,1,,,,,1,40,72000,85,153000,2,,,6
2131,4,2,,,,,,,,,,,,,
2131,11,15,,,,,5,,,8,13600,,,,
2131,12,15,,,,,5,,,8,13600,,,,
2132,1,2,,,,,1,50,100000,85,170000,2,,,
2132,2,1,,,,,,,,,,,,,
2132,3,,,,,,1,50,100000,85,170000,2,,,
2132,4,1,,,,,,,,,,,,,
2132,11,10,,,,,4,,,6,10200,,,,
2132,12,10,,,,,4,,,6,10200,,,,
2133,1,2,1,200000,,,,,,,,,,,
2133,2,1,1,200000,,,,,,,,,,,
2133,4,1,,,,,,,,,,,,,
2133,11,49,35,17500,,,5,,,8,13600,,,,
2133,12,14,35,17500,,,5,,,8,13600,,,,
2134,11,37,,,,,,,,,,,,,
2134,12,12,,,,,,,,,,,,,
2135,11,5,,,,,2,,,3,6000,,,,
2135,12,5,,,,,2,,,3,6000,,,,
2136,1,2,,,1,90000,,,,,,2,,,
2136,2,1,,,,,,,,,,,,,
2136,4,1,,,,,,,,,,,,,
2136,6,1,1,30000,,,,,,,,,,,
2136,8,1,1,30000,,,,,,,,,,,
2136,11,31,,,,,6,,,7,14000,,,,
2136,12,11,,,,,6,,,7,14000,,,,
2137,19,8,,,,,,,,,,,,,
2138,11,6,,,,,2,,,3,6000,,,,
2138,12,6,,,,,2,,,3,6000,,,,
2139,1,2,,,1,120000,,,,,,2,,,
2139,2,1,,,,,,,,,,,,,
2139,4,1,,,,,,,,,,,,,
2139,11,10,,,,,6,,,7,14000,,,,
2139,12,10,,,,,6,,,7,14000,,,,
2140,6,2,2,60000,,,1,20,60000,40,120000,2,,,
2140,8,2,2,60000,,,,,,,,,,,
2140,11,10,,,,,4,,,5,10000,,,,
2140,12,10,,,,,4,,,5,10000,,,,
2140,19,1,,,,,,,,,,,,,
2141,11,15,,,,,5,,,6,12000,,,,
2141,12,15,,,,,5,,,6,12000,,,,
2141,19,5,,,,,,,,,,,,,
2142,1,11,10,600000,1,120000,,,,,,2,,,
2142,2,1,,,,,,,,,,,,,
2142,4,10,10,600000,,,,,,,,,,,
2142,6,3,3,300000,,,,,,,,,,,
2142,7,3,3,300000,,,,,,,,,,,
2142,11,33,,,,,10,,,12,24000,,,,
2142,12,20,,,,,10,,,12,24000,,,,
2142,19,2,,,,,,,,,,,,,
2149,11,8,,,,,4,,,5,12500,,,,
2149,12,8,,,,,4,,,5,12500,,,,
2150,11,12,,,,,5,,,6,15000,,,,
2150,12,12,,,,,5,,,6,15000,,,,
2152,11,5,,,,,,,,,,,,,
2152,12,5,,,,,,,,,,,,,
2158,11,7,3,3000,,,7,,,7,17500,,,,
2158,12,4,,,,,,,,,,,,,
2159,11,6,,,,,4,,,4.5,11250,,,,
