"recno","f2_row","f2_1","f2_2","f2_3","f2_4","f2_5","f2_6","f2_7","f2_8","f2_9","f2_10","f2_11","f2_12","f2_13","f2_14"
4027,4,2,,,2,350000,,,,,,2,8,,
4027,9,20,,,6,260000,1,,,12,28000,2,,,
4027,11,18,,,4,16000,4,,,6,11000,2,,,
4027,12,18,,,4,16000,4,,,6,11000,2,,,
4029,11,13,,,4,15000,3,,,5,9000,2,,,
4029,12,13,,,4,15000,3,,,5,9000,2,,,
4030,1,6,,,3,680000,2,275,550000,35,70000,2,8,,
4030,2,3,,,1,340000,1,125,250000,20,40000,2,8,,
4030,3,1,,,,,1,150,300000,15,30000,2,8,,
4030,4,2,,,2,340000,,,,,,2,8,,
4030,11,16,,,,,5,,,8,14500,,,,
4030,12,16,,,,,5,,,8,14500,,,,
4031,1,6,,,3,680000,1,155,325500,15,31500,2,8,,
4031,2,2,,,1,340000,,,,,,2,8,,
4031,3,1,,,,,1,155,325500,15,31500,2,8,,
4031,4,3,,,2,340000,,,,,,2,8,9,
4031,9,25,,,7,300000,1,,,14,35000,2,9,,
4031,11,16,,,5,20000,4,,,7,12600,2,,,
4031,12,16,,,5,20000,4,,,7,12600,2,,,
4032,1,7,,,2,510000,2,285,598500,34,71400,2,,,
4032,2,2,,,1,340000,1,135,283500,18,37800,2,,,
4032,3,1,,,,,1,150,315000,16,33600,2,,,
4032,4,4,,,1,170000,,,,,,2,,,
4032,11,17,,,,,5,,,7.5,13500,,,,
4032,12,17,,,,,5,,,7.5,13500,,,,
4033,1,1,,,,,,,,,,,,,
4033,2,1,,,,,,,,,,,,,
4033,6,1,1,50000,,,,,,,,,,,
4033,8,1,1,50000,,,,,,,,,,,
4033,11,10,,,,,5,,,6.5,9750,,,,
4033,12,10,,,,,5,,,6.5,9750,,,,
4035,11,20,,,,,,,,,,,,,
4035,12,20,,,,,,,,,,,,,
4035,13,2,,,,,,,,,,,,,
4035,14,2,,,,,,,,,,,,,
4036,11,10,,,,,,,,,,,,,
4038,11,18,,,,,,,,,,,,,
4038,12,8,,,,,,,,,,,,,
4040,11,6,,,,,4,,,6,9000,,,,
4040,12,6,,,,,4,,,6,9000,,,,
4046,11,10,,,,,2,,,3,6000,,,,
4046,12,10,,,,,2,,,3,6000,,,,
4047,11,4,,,,,2,,,2,3000,,,,
4047,12,4,,,,,2,,,2,3000,,,,
4049,11,10,,,,,,,,,,,,,
4049,12,10,,,,,,,,,,,,,
4079,1,5,,,,,,,,,,,,,
4079,2,4,,,,,,,,,,,,,
4079,3,1,,,,,,,,,,,,,
4079,11,15,,,,,,,,,,,,,
4079,12,15,,,,,,,,,,,,,
4085,1,3,,,,,,,,,,,,,
4085,2,2,,,,,,,,,,,,,
4085,3,1,,,,,,,,,,,,,
4089,11,20,,,,,,,,,,,,,
4089,12,20,,,,,,,,,,,,,
4117,1,2,,,,,,,,,,,,,
4117,2,1,,,,,,,,,,,,,
4117,4,1,,,,,,,,,,,,,
4117,11,10,5,10000,,,2,,,3,4500,,,,
4117,12,10,5,10000,,,2,,,3,4500,,,,
4122,1,2,,,1,100000,,,,,,2,,,
4122,2,1,,,,,,,,,,,,,
4122,3,,,,1,100000,,,,,,2,,,
4122,4,1,,,,,,,,,,,,,
4122,11,10,5,10000,,,2,,,2,3000,,,,
4122,12,10,5,10000,,,2,,,2,3000,,,,
4124,1,2,,,,,,,,,,,,,
4124,2,1,,,,,,,,,,,,,
4124,3,1,,,,,,,,,,,,,
4124,11,10,,,,,2,,,2,3000,,,,
4124,12,10,,,,,2,,,2,3000,,,,
4126,1,1,,,,,,,,,,,,,
4126,2,1,,,,,,,,,,,,,
4128,1,1,,,1,90000,,,,,,2,,,
4128,2,1,,,1,90000,,,,,,2,,,
4128,9,9,,,,,1,,,25,50000,,,,
4128,11,20,,,,,6,,,9,10000,,,,
4128,12,20,,,,,6,,,9,10000,,,,
4132,11,5,,,,,3,,,4.5,6750,,,,
4132,12,5,,,,,3,,,4.5,6750,,,,
4133,11,14,,,,,5,,,6,9000,,,,
4133,12,8,,,,,5,,,6,9000,,,,
4134,11,15,,,,,6,,,7.8,11700,,,,
4134,12,7,,,,,6,,,7.8,11700,,,,
4140,11,4,,,,,4,,,5.6,8400,,,,
4140,12,4,,,,,4,,,5.6,8400,,,,
4141,1,2,,,,,,,,,,,,,
4141,2,1,,,,,,,,,,,,,
4141,4,1,,,,,,,,,,,,,
4142,1,2,,,2,500000,,,,,,1,2,,
4142,2,1,,,2,500000,,,,,,1,2,,
4142,3,1,,,,,,,,,,,,,
4142,11,10,,,,,4,,,8,16000,,,,
4142,12,10,,,,,4,,,8,16000,,,,
4143,1,4,,,2,400000,,,,,,2,,,
4143,2,2,,,,,,,,,,,,,
4143,3,,,,2,400000,,,,,,2,,,
4143,4,2,,,,,,,,,,,,,
4143,6,,1,35000,,,1,30,90000,40,120000,2,,,
4143,8,,1,35000,,,,,,,,,,,
4143,11,12,,,,,10,,,20,40000,,,,
4143,12,12,,,,,10,,,20,40000,,,,
4144,1,1,,,1,250000,,,,,,2,,,
4144,2,,,,1,250000,,,,,,2,,,
4144,3,1,,,,,,,,,,,,,
4144,9,22,,,6,220000,2,,,30,60000,2,,,6
4144,11,4,,,,,2,,,4,8000,,,,
4144,12,4,,,,,2,,,4,8000,,,,
4145,1,1,,,,,,,,,,,,,
4145,2,1,,,,,,,,,,,,,
4145,9,4,,,12,420000,2,,,36,72000,2,,,
4145,11,10,10,5000,,,,,,,,,,,
4146,1,2,,,1,200000,1,40,100000,40,100000,2,9,,
4146,2,1,,,,,,,,,,,,,
4146,3,,,,1,200000,1,40,100000,40,100000,2,9,,
4146,4,1,,,,,,,,,,,,,
4146,11,15,,,,,7,,,14,25000,,,,
4146,12,15,,,,,7,,,14,25000,,,,
4147,1,4,,,,,1,,,80,200000,,,,
4147,2,2,,,,,,,,,,,,,
4147,4,2,,,,,1,,,80,200000,,,,
4147,11,25,,,,,15,,,30,60000,,,,
4147,12,5,,,,,15,,,30,60000,,,,
4148,1,2,,,,,,,,,,,,,
4148,2,1,,,,,,,,,,,,,
4148,4,1,,,,,,,,,,,,,
4148,11,10,,,,,5,,,10,20000,,,,
4148,12,10,,,,,5,,,10,20000,,,,
4150,1,4,,,,,,,,,,,,,
4150,2,2,,,,,,,,,,,,,
4150,4,2,,,,,,,,,,,,,
4150,6,1,,,,,,,,,,,,,
4150,8,1,,,,,,,,,,,,,
4150,11,12,,,,,3,,,3,4500,,,,
4150,12,12,,,,,3,,,3,4500,,,,
4151,1,2,,,,,,,,,,,,,
4151,2,1,,,,,,,,,,,,,
4151,4,1,,,,,,,,,,,,,
4151,6,1,,,,,,,,,,,,,
4151,8,1,,,,,,,,,,,,,
4151,11,10,,,,,,,,,,,,,
4151,12,10,,,,,,,,,,,,,
4152,1,2,,,,,,,,,,,,,
4152,2,1,,,,,,,,,,,,,
4152,4,1,,,,,,,,,,,,,
4152,6,,,,,,1,,,50,100000,,,,
4152,8,,,,,,1,,,50,100000,,,,
4152,11,8,,,,,,,,,,,,,
4152,12,8,,,,,,,,,,,,,
4153,1,3,,,,,,,,,,,,,
4153,2,1,,,,,,,,,,,,,
4153,4,2,,,,,,,,,,,,,
4153,11,15,,,,,,,,,,,,,
4153,12,15,,,,,,,,,,,,,
4155,1,3,,,,,,,,,,,,,
4155,2,2,,,,,,,,,,,,,
4155,4,1,,,,,,,,,,,,,
4155,11,10,,,,,2,,,3,4500,,,,
4155,12,10,,,,,2,,,3,4500,,,,
4157,1,1,,,1,80000,,,,,,3,,,
4157,2,1,,,,,,,,,,,,,
4157,4,,,,1,80000,,,,,,2,,,
4157,6,1,,,,,,,,,,,,,
4158,11,11,,,,,2,,,2,3000,,,,
4158,12,11,,,,,2,,,2,3000,,,,
4196,11,9,,,,,,,,,,,,,
4197,1,3,,,,,,,,,,,,,
4197,2,1,,,,,,,,,,,,,
4197,4,2,,,,,,,,,,,,,
4198,6,50,,,,,36,1400,3500000,40,100000,4,,,
4198,7,3,,,,,,,,,,,,,
4198,8,47,,,,,36,1400,3500000,40,100000,4,,,
4200,1,4,,,,,,,,,,,,,
4200,2,1,,,,,,,,,,,,,
4200,4,3,,,,,,,,,,,,,
4200,6,4,4,120000,,,2,50,125000,35,87000,2,,,
4200,8,4,4,120000,,,2,50,125000,35,87000,2,,,
4201,11,8,,,,,,,,,,,,,
4202,1,3,1,70000,,,,,,,,,,,
4202,2,1,,,,,,,,,,,,,
4202,4,2,1,70000,,,,,,,,,,,
4202,6,1,,,,,1,80,224000,,,2,,,
4202,8,1,,,,,1,80,224000,,,2,,,
4202,11,15,,,,,,,,,,,,,
4202,12,15,,,,,,,,,,,,,
4222,1,22,,,4,920000,2,270,500000,40,76000,2,4,,
4222,2,8,,,,,1,140,240000,20,36000,2,4,,
4222,3,8,,,4,920000,1,130,260000,20,40000,2,4,,
4222,4,6,,,,,,,,,,,,,
4222,6,5,,,2,60000,2,120,300000,20,50000,2,4,,
4222,7,1,,,,,,,,,,,,,
4222,8,4,,,2,60000,2,120,300000,20,50000,2,4,,
4222,9,160,,,70,2100000,4,60,120000,40,80000,2,4,,
4222,11,15,30,45000,,,15,,,25,40000,,,,
4222,12,10,,,,,,,,,,,,,
4223,1,16,,,2,460000,2,240,480000,20,40000,4,2,,
4223,2,4,,,,,,,,,,,,,
4223,3,8,,,2,460000,2,240,480000,20,40000,4,2,,
4223,4,4,,,,,,,,,,,,,
4223,6,3,,,3,70000,1,50,125000,10,25000,4,2,,
4223,7,1,,,,,,,,,,,,,
4223,8,2,,,3,70000,1,50,125000,10,25000,4,2,,
4223,11,10,20,26000,,,10,,,18,35000,,,,
4223,12,5,,,,,,,,,,,,,
4224,1,16,,,4,1100000,2,260,520000,30,60000,2,4,,
4224,2,5,,,,,,,,,,,,,
4224,3,7,,,4,1100000,2,260,520000,30,60000,2,4,,
4224,4,4,,,,,,,,,,,,,
4224,6,4,,,3,75000,2,100,250000,20,50000,2,4,,
4224,7,1,,,,,,,,,,,,,
4224,8,3,,,3,75000,2,100,250000,20,50000,2,4,,
4224,9,57,,,25,750000,3,45,90000,30,60000,2,4,,
4224,11,10,30,45000,,,20,,,35,55000,,,,
4224,12,6,,,,,,,,,,,,,
4225,1,10,,,2,470000,,,,,,2,,,
4225,2,4,,,,,,,,,,,,,
4225,3,3,,,2,470000,,,,,,2,,,
4225,4,3,,,,,,,,,,,,,
4225,9,65,,,30,960000,2,30,60000,10,20000,2,,,
4225,11,10,25,35000,,,15,,,25,35000,,,,
4225,12,5,,,,,,,,,,,,,
4226,1,24,,,4,580000,1,140,280000,20,40000,4,2,,
4226,2,11,,,,,,,,,,,,,
4226,3,5,,,2,480000,1,140,280000,20,40000,4,2,,
4226,4,8,,,2,100000,,,,,,2,,,
4226,6,1,1,25000,,,1,60,150000,10,25000,2,,,
4226,8,1,1,25000,,,1,60,150000,10,25000,2,,,
4226,11,20,30,45000,,,20,,,30,55000,,,,
4226,12,10,,,,,,,,,,,,,
4227,1,31,,,7,1270000,3,420,780000,30,58000,2,4,,
4227,2,9,,,,,1,140,220000,10,18000,4,,,
4227,3,15,,,5,1150000,2,280,560000,20,40000,2,4,,
4227,4,7,,,2,120000,,,,,,2,,,
4227,6,2,,,,,1,60,150000,10,25000,4,,,
4227,8,2,,,,,1,60,150000,10,25000,4,,,
4227,9,54,,,28,700000,2,30,60000,10,20000,4,2,,
4227,11,15,,,,,,,,,,,,,
4227,12,10,,,,,,,,,,,,,
4228,1,31,,,6,1500000,5,680,1320000,55,115000,4,2,,
4228,2,6,,,,,1,120,200000,15,35000,4,,,
4228,3,19,,,6,1500000,4,560,1120000,40,80000,4,2,,
4228,4,6,,,,,,,,,,,,,
4228,6,1,3,75000,,,2,120,300000,20,50000,4,,,
4228,8,1,3,75000,,,2,120,300000,20,50000,4,,,
4228,11,15,30,45000,,,20,,,30,50000,,,,
4228,12,12,,,,,,,,,,,,,
4229,1,39,2,360000,5,680000,4,610,1220000,50,100000,4,2,,
4229,2,20,2,360000,,,3,450,900000,30,60000,4,,,
4229,3,5,,,2,520000,1,160,320000,20,40000,2,4,,
4229,4,14,,,3,160000,,,,,,2,,,
4229,6,3,,,4,105000,1,40,100000,10,25000,4,2,,
4229,7,1,,,,,,,,,,,,,
4229,8,2,,,4,105000,1,40,100000,10,25000,4,2,,
4229,11,10,30,40000,,,20,,,35,50000,,,,
4229,12,5,,,,,,,,,,,,,
4230,1,37,,,6,1190000,2,260,460000,40,75000,4,2,,
4230,2,16,,,,,1,140,220000,20,35000,4,,,
4230,3,11,,,4,1100000,1,120,240000,20,40000,2,4,,
4230,4,10,,,2,90000,,,,,,2,,,
4230,6,1,1,25000,,,1,60,150000,10,25000,4,,,
4230,8,1,1,25000,,,1,60,150000,10,25000,4,,,
4230,9,36,,,14,520000,2,30,60000,20,40000,4,,,
4230,11,15,30,45000,,,20,,,30,50000,,,,
4230,12,10,,,,,,,,,,,,,
4231,1,10,,,,,2,150,300000,10,20000,2,,,
4231,2,4,,,,,,,,,,,,,
4231,3,2,,,,,2,150,300000,10,20000,2,,,
4231,4,4,,,,,,,,,,,,,
4231,9,40,,,,,1,,,20,30000,,,,
4231,11,35,,,,,5,,,5,7500,,,,
4231,12,35,,,,,5,,,5,7500,,,,
4231,19,25,,,,,,,,,,,,,
4232,1,4,,,,,2,140,280000,10,20000,2,,,
4232,2,2,,,,,,,,,,,,,
4232,3,,,,,,2,140,280000,10,20000,2,,,
4232,4,2,,,,,,,,,,,,,
4232,11,40,,,,,5,,,5,7500,,,,
4232,12,40,,,,,5,,,5,7500,,,,
4233,1,12,,,,,2,160,320000,10,20000,2,,,
4233,2,5,,,,,,,,,,,,,
4233,3,2,,,,,2,160,320000,10,20000,2,,,
4233,4,5,,,,,,,,,,,,,
4234,1,10,,,2,220000,1,70,140000,10,20000,2,,,
4234,2,4,,,,,,,,,,,,,
4234,3,2,,,2,220000,1,70,140000,10,20000,2,,,
4234,4,4,,,,,,,,,,,,,
4234,6,5,,,,,,,,,,,,,
4234,7,1,,,,,,,,,,,,,
4234,8,4,,,,,,,,,,,,,
4234,9,5,,,,,,,,,,,,,
4234,11,30,,,,,8,,,8,12000,,,,
4234,12,30,,,,,8,,,8,12000,,,,
4234,19,10,,,,,,,,,,,,,
4235,1,3,,,1,60000,1,70,140000,10,20000,2,,,
4235,2,2,,,,,,,,,,,,,
4235,3,,,,,,1,70,140000,10,20000,2,,,
4235,4,1,,,1,60000,,,,,,2,,,
4235,9,10,,,,,,,,,,,,,
4235,11,20,,,,,3,,,3,4500,,,,
4235,12,20,,,,,3,,,3,4500,,,,
4236,1,3,,,,,1,75,150000,15,30000,2,,,
4236,2,1,,,,,,,,,,,,,
4236,3,1,,,,,1,75,150000,15,30000,2,,,
4236,4,1,,,,,,,,,,,,,
4236,9,26,,,,,,,,,,,,,
4236,11,40,,,,,4,7,10500,7,10500,2,,,
4236,12,40,,,,,4,7,10500,7,10500,2,,,
4236,19,12,,,,,,,,,,,,,
4237,1,15,,,,,3,220,440000,15,30000,2,,,
4237,2,6,,,,,,,,,,,,,
4237,3,3,,,,,3,220,440000,15,30000,2,,,
4237,4,6,,,,,,,,,,,,,
4237,9,12,,,,,,,,,,,,,
4237,10,1,,,,,,,,,,,,,
4237,11,30,,,,,5,,,5,7500,,,,
4237,12,30,,,,,5,,,5,7500,,,,
4239,1,13,,,,,3,215,430000,10,20000,2,,,
4239,2,6,,,,,,,,,,,,,
4239,3,1,,,,,3,215,430000,10,20000,2,,,
4239,4,6,,,,,,,,,,,,,
4239,9,30,,,,,1,,,20,50000,,,,
4239,11,40,,,,,5,,,5,7500,,,,
4239,12,40,,,,,5,,,5,7500,,,,
4248,11,13,,,,,,,,,,,,,
4248,12,10,,,,,,,,,,,,,
4267,19,10,,,,,,,,,,,,,
4276,1,2,,,,,1,125,225000,15,27000,2,,,
4276,2,1,,,,,,,,,,,,,
4276,4,1,,,,,1,125,225000,15,27000,2,,,
4276,11,20,,,,,10,,,12,24000,,,,
4276,12,20,,,,,10,,,12,24000,,,,
4276,19,20,,,,,,,,,,,,,
4277,1,3,,,,,,,,,,,,,
4277,2,1,,,,,,,,,,,,,
4277,4,2,,,,,,,,,,,,,
4277,11,15,,,,,5,,,5,10000,,,,
4277,12,15,,,,,5,,,5,10000,,,,
4278,1,4,,,,,1,60,108000,30,54000,2,,,
4278,2,1,,,,,,,,,,,,,
4278,4,3,,,,,1,60,108000,30,54000,2,,,
4278,11,12,,,,,6,,,8,16000,,,,
4278,12,12,,,,,6,,,8,16000,,,,
4279,1,2,,,,,1,130,234000,,,2,,,
4279,2,1,,,,,1,130,234000,,,2,,,
4279,4,1,,,,,,,,,,,,,
4279,11,17,,,,,2,,,2,4000,,,,
4279,12,10,,,,,2,,,2,4000,,,,
4279,13,2,,,,,2,,,3,7500,,,,
4279,14,2,,,,,2,,,3,7500,,,,
4280,1,1,,,,,,,,,,,,,
4280,2,1,,,,,,,,,,,,,
4280,6,1,,,,,,,,,,,,,
4280,8,1,,,,,,,,,,,,,
4280,11,11,,,,,5,,,5,10000,,,,
4280,12,6,,,,,5,,,5,10000,,,,
4281,1,2,,,,,1,,,80,160000,,,,
4281,2,1,,,,,,,,,,,,,
4281,4,1,,,,,1,,,80,160000,,,,
4282,1,2,,,,,,,,,,,,,
4282,2,1,,,,,,,,,,,,,
4282,4,1,,,,,,,,,,,,,
4282,11,10,,,,,4,,,5,10000,,,,
4282,12,10,,,,,4,,,5,10000,,,,
4282,13,3,,,,,,,,,,,,,
4282,14,3,,,,,,,,,,,,,
4283,1,4,,,,,2,,,140,280000,,,,
4283,2,2,,,,,,,,,,,,,
4283,4,2,,,,,2,,,140,280000,,,,
4283,11,10,,,,,1,,,1,2000,,,,
4283,12,10,,,,,1,,,1,2000,,,,
4283,19,25,,,,,,,,,,,,,
4284,1,1,,,,,,,,,,,,,
4284,2,1,,,,,,,,,,,,,
4284,11,10,,,,,2,,,2,4000,,,,
4284,12,10,,,,,2,,,2,4000,,,,
4286,1,4,,,,,1,60,108000,80,144000,2,,,
4286,2,2,,,,,,,,,,,,,
4286,3,1,,,,,1,60,108000,80,144000,2,,,
4286,4,1,,,,,,,,,,,,,
4286,11,15,,,,,4,,,6,10200,,,,
4286,12,15,,,,,4,,,6,10200,,,,
4287,11,8,,,,,2,,,3,5100,,,,
4287,12,8,,,,,2,,,3,5100,,,,
4288,1,9,,,,,2,80,144000,120,216000,2,,,
4288,2,3,,,,,,,,,,,,,
4288,3,2,,,,,1,80,144000,60,108000,2,,,
4288,4,4,,,,,1,,,60,108000,,,,
4288,9,7,,,,,1,,,22,55000,,,,
4288,11,10,,,,,3,,,4,6800,,,,
4288,12,10,,,,,3,,,4,6800,,,,
4289,1,2,,,,,,,,,,,,,
4289,2,1,,,,,,,,,,,,,
4289,4,1,,,,,,,,,,,,,
4289,11,14,,,,,4,,,5,10500,,,,
4289,12,10,,,,,4,,,5,10500,,,,
4291,1,9,,,,,2,170,306000,100,180000,2,,,
4291,2,4,,,,,1,40,72000,80,144000,2,,,
4291,3,1,,,,,1,130,234000,20,36000,2,,,
4291,4,4,,,,,,,,,,,,,
4291,9,10,,,2,80000,1,,,25,62500,2,,,
4291,11,10,,,,,4,,,6,9900,,,,
4291,12,10,,,,,4,,,6,9900,,,,
4292,1,2,,,,,,,,,,,,,
4292,2,1,,,,,,,,,,,,,
4292,4,1,,,,,,,,,,,,,
4292,11,15,,,,,4,,,6,10200,,,,
4292,12,15,,,,,4,,,6,10200,,,,
4293,1,3,,,,,1,70,140000,70,140000,2,,,
4293,2,2,,,,,,,,,,,,,
4293,3,,,,,,1,70,140000,70,140000,2,,,
4293,4,1,,,,,,,,,,,,,
4293,9,2,,,,,,,,,,,,,
4293,11,15,,,2,10000,5,,,9,15300,2,,,
4293,12,15,,,2,10000,5,,,9,15300,2,,,
4294,1,4,,,2,330000,,,,,,2,,,
4294,2,2,,,,,,,,,,,,,
4294,4,2,,,2,330000,,,,,,2,,,
4294,6,1,1,40000,,,1,40,120000,20,60000,2,,,
4294,8,1,1,40000,,,,,,,,,,,
4294,11,15,,,,,3,,,4.5,6250,,,,
4294,12,15,,,,,3,,,4.5,6250,,,,
4295,1,2,,,2,290000,,,,,,2,,,
4295,2,1,,,1,170000,,,,,,2,,,
4295,4,1,,,1,120000,,,,,,2,,,
4295,6,1,1,35000,,,,,,,,,,,
4295,8,1,1,35000,,,,,,,,,,,
4295,11,20,,,,,4,,,6,15000,,,,
4295,12,10,,,,,,,,,,,,,
4296,1,3,,,2,500000,,,,,,2,,,
4296,2,1,,,1,230000,,,,,,2,,,
4296,4,2,,,1,270000,,,,,,2,,,
4296,6,2,2,70000,,,1,50,150000,20,60000,2,,,
4296,8,,2,70000,,,,,,,,,,,
4296,11,30,,,,,5,,,6,15000,,,,
4296,12,20,,,,,,,,,,,,,
4296,13,1,,,,,,,,,,,,,
4296,14,1,,,,,,,,,,,,,
4296,19,3,,,,,,,,,,,,,
4297,1,4,,,2,250000,,,,,,2,,,
4297,2,2,,,,,,,,,,,,,
4297,4,2,,,2,250000,,,,,,2,,,
4297,6,2,2,60000,,,1,,,60,180000,,,,
4297,8,2,2,60000,,,,,,,,,,,
4297,11,15,,,,,,,,,,,,,
4297,12,10,,,,,,,,,,,,,
4298,6,2,2,80000,,,1,,,90,270000,,,,
4298,8,2,2,80000,,,,,,,,,,,
4298,11,30,,,,,5,,,6,9000,,,,
4298,12,15,,,,,5,,,6,9000,,,,
4298,19,10,,,,,,,,,,,,,
4299,1,6,,,,,,,,,,,,,
4299,2,2,,,,,,,,,,,,,
4299,4,4,,,,,,,,,,,,,
4299,11,19,,,,,6,,,9,13500,,,,
4299,12,15,,,,,6,,,9,13500,,,,
4300,1,2,,,1,200000,,,,,,2,,,
4300,2,1,,,,,,,,,,,,,
4300,4,1,,,1,200000,,,,,,2,,,
4300,6,1,1,40000,,,,,,,,,,,
4300,8,1,1,40000,,,,,,,,,,,
4301,11,20,,,,,3,,,3,7500,,,,
4301,12,12,,,,,,,,,,,,,
4301,19,3,,,,,,,,,,,,,
4302,6,,1,30000,,,1,,,30,90000,,,,10
4302,8,,1,30000,,,,,,,,,,,
4302,11,10,,,,,2,,,3,7500,,,,
4302,12,10,,,,,2,,,3,7500,,,,
4304,1,4,,,1,130000,,,,,,2,,,
4304,2,2,,,,,,,,,,,,,
4304,4,2,,,,,,,,,,,,,
4304,11,3,,,,,5,,,6,9000,,,,
4304,12,3,,,,,5,,,6,9000,,,,
4305,11,4,,,,,2,,,2.5,4000,,,,
4305,12,4,,,,,2,,,2.5,4000,,,,
4307,1,2,,,1,150000,,,,,,2,,,
4307,2,1,,,,,,,,,,,,,
4307,4,1,,,,,,,,,,,,,
4307,6,1,,,,,,,,,,,,,
4307,7,1,,,,,,,,,,,,,
4307,11,20,,,,,3,,,6,9000,,,,
4307,12,20,,,,,3,,,6,9000,,,,
4308,19,1,,,,,,,,,,,,,
4310,6,2,2,60000,,,,,,,,,,,
4310,8,2,2,60000,,,,,,,,,,,
4311,1,2,,,2,300000,,,,,,2,,,
4311,2,1,,,,,,,,,,,,,
4311,4,1,,,,,,,,,,,,,
4311,11,7,,,,,2,,,3,4500,,,,
4311,12,7,,,,,2,,,3,4500,,,,
4313,6,2,,,6,180000,,,,,,2,,,
4313,7,1,,,,,,,,,,,,,
4313,8,,,,6,180000,,,,,,2,,,
4313,11,10,,,,,3,,,3,7500,,,,
4313,12,10,,,,,3,,,3,7500,,,,
4315,1,10,,,5,780000,,,,,,2,,,
4315,2,5,,,,,,,,,,,,,
4315,3,1,,,,,,,,,,,,,
4315,6,2,,,,,,,,,,,,,
4316,1,5,,,2,300000,,,,,,2,,,
4316,2,3,,,,,,,,,,,,,
4316,11,15,,,,,4,,,5,12500,,,,
4316,12,15,,,,,4,,,5,12500,,,,
4318,1,7,,,2,270000,,,,,,2,4,,
4318,2,3,,,,,,,,,,,,,
4318,3,4,,,,,,,,,,,,,
4318,4,,,,2,270000,,,,,,2,4,,
4318,6,3,1,30000,,,2,60,195000,50,160000,4,,,
4318,8,,1,30000,,,,,,,,,,,
4318,11,30,40,20000,,,10,,,10,25000,,,,
4318,12,30,,,,,,,,,,,,,
4319,11,9,,,,,5,,,6,9000,,,,
4319,12,9,,,,,5,,,6,9000,,,,
4438,1,7,,,,,3,330,660000,5,10000,2,4,,15
4438,2,4,,,,,,,,,,,,,
4438,3,3,,,,,3,330,660000,5,10000,2,4,,15
4438,6,4,,,,,2,140,420000,4,12000,2,4,,
4438,8,4,,,,,2,140,420000,4,12000,2,4,,
4438,9,20,,,6,180000,,,,,,1,2,,
4438,10,2,,,,,,,,,,,,,
4438,11,20,,,,,,,,,,,,,
4438,12,15,,,,,,,,,,,,,
4439,1,6,,,,,2,240,480000,6,12000,2,4,,12
4439,2,4,,,,,,,,,,,,,
4439,3,,,,,,2,240,480000,6,12000,2,4,,12
4439,6,3,,,2,160000,,,,,,2,8,,
4439,8,3,,,2,160000,,,,,,2,8,,
4439,9,15,,,5,200000,,,,,,1,2,8,
4439,11,30,,,,,,,,,,,,,
4439,12,25,,,,,,,,,,,,,
4440,1,4,,,,,2,220,440000,6,12000,2,4,,7
4440,2,3,,,,,,,,,,,,,
4440,3,1,,,,,2,220,440000,6,12000,2,4,,7
4440,11,18,,,,,4,,,8,9600,,,,
4440,12,10,,,,,4,,,8,9600,,,,
4442,1,6,,,,,3,330,660000,7,14000,2,4,,12
4442,2,3,,,,,,,,,,,,,
4442,3,2,,,,,3,330,660000,7,14000,2,4,,12
4442,4,1,,,,,,,,,,,,,
4442,6,2,,,5,150000,,,,,,2,8,,
4442,7,1,,,,,,,,,,,,,
4442,8,1,,,5,150000,,,,,,2,8,,
4442,9,17,,,4,160000,3,50,150000,5,15000,1,2,8,
4442,10,2,,,,,,,,,,,,,
4442,11,25,,,,,,,,,,,,,
4442,12,20,,,,,,,,,,,,,
4443,1,1,,,1,80000,,,,,,2,,,
4443,2,1,,,,,,,,,,,,,
4443,3,,,,1,80000,,,,,,2,,,
4443,11,12,,,,,,,,,,,,,
4443,12,5,,,,,,,,,,,,,
4444,1,5,1,340000,2,160000,1,110,220000,5,10000,2,3,,8
4444,2,4,1,340000,,,,,,,,,,,
4444,3,,,,,,1,110,220000,5,10000,2,3,,8
4444,4,1,,,2,160000,,,,,,2,,,
4444,6,4,,,,,2,120,360000,,,1,2,3,
4444,7,1,,,,,,,,,,,,,
4444,8,3,,,,,2,120,360000,,,1,2,3,
4444,9,15,,,,,,,,,,,,,
4444,11,22,,,,,,,,,,,,,
4444,12,15,,,,,,,,,,,,,
4445,1,4,,,,,3,370,740000,8,16000,3,4,,
4445,2,3,,,,,,,,,,,,,
4445,3,1,,,,,3,370,740000,8,16000,3,4,,
4445,6,3,3,105000,,,,,,,,,,,
4445,8,3,3,105000,,,,,,,,,,,
4445,9,20,,,,,4,100,250000,10,25000,1,3,,
4445,11,33,,,,,,,,,,,,,
4445,12,25,,,,,,,,,,,,,
4446,1,7,,,3,750000,,,,,,2,,,
4446,2,5,,,,,,,,,,,,,
4446,3,2,,,3,750000,,,,,,2,,,
4446,6,2,2,70000,,,,,,,,,,,
4446,8,2,2,70000,,,,,,,,,,,
4446,9,25,,,6,240000,2,40,120000,5,15000,2,3,,4
4446,10,1,,,,,,,,,,,,,
4446,11,35,,,,,,,,,,,,,
4446,12,25,,,,,4,,,5,6000,,,,3
4447,1,6,,,2,510000,2,290,580000,30,60000,2,8,,
4447,2,2,,,1,340000,1,135,270000,15,30000,2,8,,
4447,3,1,,,,,1,155,310000,15,30000,2,8,,
4447,4,3,,,1,170000,,,,,,2,8,,
4447,11,16,,,,,5,,,8,14400,,,,
4447,12,13,,,,,5,,,8,14400,,,,
