"recno","weight"
1373,118.388888888889
1374,118.388888888889
1375,118.388888888889
1376,118.388888888889
1377,118.388888888889
1378,254.351851851852
1379,254.351851851852
1380,254.351851851852
1381,254.351851851852
1382,254.351851851852
1383,254.351851851852
1384,254.351851851852
1385,254.351851851852
1386,254.351851851852
1387,173.953703703704
1388,173.953703703704
1389,173.953703703704
1390,173.953703703704
1391,173.953703703704
1392,173.953703703704
1393,173.953703703704
1394,173.953703703704
1395,173.953703703704
1396,310.212962962963
1397,310.212962962963
1398,310.212962962963
1399,310.212962962963
1400,310.212962962963
1401,310.212962962963
1402,310.212962962963
1403,310.212962962963
1404,310.212962962963
1405,317.287037037037
1406,317.287037037037
1407,317.287037037037
1408,317.287037037037
1409,317.287037037037
1410,317.287037037037
1411,317.287037037037
1412,317.287037037037
1413,317.287037037037
1414,122.717592592593
1415,122.717592592593
1416,122.717592592593
1417,122.717592592593
1418,122.717592592593
1419,122.717592592593
1420,122.717592592593
1421,122.717592592593
1422,122.717592592593
1423,76.8796296296296
1424,76.8796296296296
1425,76.8796296296296
1426,76.8796296296296
1427,76.8796296296296
1428,76.8796296296296
1429,76.8796296296296
1430,76.8796296296296
1431,76.8796296296296
1432,122.717592592593
1433,122.717592592593
1434,122.717592592593
1435,122.717592592593
1436,122.717592592593
1437,122.717592592593
1438,122.717592592593
1439,122.717592592593
1440,122.717592592593
1441,222.138888888889
1442,222.138888888889
1443,222.138888888889
1444,222.138888888889
1445,222.138888888889
1446,222.138888888889
1447,222.138888888889
1448,222.138888888889
1449,222.138888888889
1450,91.0648148148148
1451,91.0648148148148
1452,91.0648148148148
1453,91.0648148148148
1454,91.0648148148148
1455,91.0648148148148
1456,91.0648148148148
1457,91.0648148148148
1458,91.0648148148148
1459,91.0648148148148
1460,91.0648148148148
