recno,date,region,household_size,area_type,weight,year,household_has_special_education_children,housing_type,dwelling_ownership,number_of_rooms,dwelling_space_sqm,moved_last_5_years,has_centralized_water,has_hot_water,has_centralized_sanitation,has_local_sanitation,has_outside_toilet,has_gas,has_bathtub_shower,has_kitchen,has_telephone,has_radio,has_electricity,has_mobile,has_computer,has_internet,water_source,water_tap_location,potable_water_hours_day,potable_water_24h,main_heating_energy,heating_spend_last_winter_amd,garbage_disposal,complaint_floor_space,complaint_noise,complaint_light,complaint_heating,complaint_humidity,complaint_leaking_roof,complaint_walls_floor,complaint_windows_doors,complaint_traffic,complaint_pollution,complaint_elevator,complaint_water_supply,complaint_garbage,complaint_common_areas,complaint_green_areas,complaint_other,dwelling_condition_estimate,dwelling_renovated,building_new_house,has_other_dwelling,any_member_household_own_work,engaged_cattle_breeding,id_number_household_member_who_11,household_sent_money_goods_12m,household_received_money_goods_12m,lent_money_12m,family_debt_amount,borrowed_money_12m,registered_poverty_benefit,reason_not_registered_benefit,benefit_system_justified,share_families_really_vulnerable,humanitarian_assistance_12m,money_family_need_monthly_live,drm_in_amd,drm_in_amd_2,money_family_need_monthly_make,amd_3,household_has_car,eligible_salary_pension_not_received,hired_household_workers_12m,food_which_usually_consumed_daily,food_which_usually_consumed_daily_2,food_which_usually_consumed_daily_3,food_which_usually_consumed_daily_5,food_which_usually_consumed_daily_8,sample_weight,household_member_count,household_mean_age,household_income_total,household_income_source_count,food_purchases_total,services_goods_total,goods_services_total
4143,10,6,5,2,146.666666666667,2015,2,1,1,6.0,180.0,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1.0,31.0,24.0,3,200000.0,4,2,2,2,2,2,2,2,2,2,2,3,2,3,3,2,2,3,2,2,2,1,1,2.0,1,1,2,0,1,4,3.0,4,6,2,3000000,1000000,400000,1.0,400000.0,1,2,1,1.0,150.0,0.8,,,146.666666666667,5,29.2,230000.0,3.0,103758.1,297056.0,740.0
4144,10,6,3,2,146.666666666667,2015,2,1,1,6.0,156.0,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1.0,31.0,24.0,6,250000.0,4,2,2,2,2,2,2,2,2,2,2,3,2,3,3,2,2,3,2,2,2,1,1,1.0,1,1,2,500000,1,4,6.0,4,3,2,0,500000,100000,1.0,100000.0,1,2,1,1.0,200.0,1.0,,100.0,146.666666666667,3,54.0,205000.0,4.0,90136.1,170408.0,741.0
4145,10,6,7,2,146.666666666667,2015,2,4,1,5.0,120.0,2,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1.0,31.0,24.0,6,200000.0,3,2,2,2,2,2,2,2,2,2,2,3,2,3,3,2,2,3,2,2,4,1,1,2.0,1,1,2,0,2,1,,1,2,2,0,600000,300000,1.0,300000.0,2,2,1,1.0,200.0,1.0,,,146.666666666667,7,26.0,92500.0,3.0,84550.8,284970.0,744.0
4146,10,6,4,2,146.666666666667,2015,2,1,1,4.0,100.0,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1.0,31.0,24.0,6,180000.0,4,2,2,2,1,1,2,1,2,2,2,3,2,3,3,2,2,3,2,2,4,1,1,2.0,1,1,1,0,2,4,6.0,3,6,2,0,0,200000,1.0,200000.0,2,2,1,0.5,50.0,0.5,,50.0,146.666666666667,4,40.0,140000.0,3.0,65023.0,371691.0,746.0
4147,10,6,10,2,146.666666666667,2015,2,1,1,4.0,108.0,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1.0,31.0,24.0,6,200000.0,4,1,2,2,2,2,2,2,2,2,2,3,2,3,3,2,2,3,2,2,2,1,1,2.0,1,1,1,500000,1,4,1.0,1,2,2,2000000,900000,300000,1.0,300000.0,1,2,1,1.5,300.0,1.3,,200.0,146.666666666667,10,32.8,510000.0,4.0,252387.5,316595.0,738.0
4148,10,6,6,2,146.666666666667,2015,2,1,1,3.0,80.0,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1.0,31.0,24.0,6,200000.0,4,2,2,2,1,1,2,2,2,2,2,3,2,3,3,2,2,3,2,2,4,1,1,1.0,1,1,2,130000,1,1,,1,1,2,1000000,500000,200000,1.0,200000.0,1,2,1,1.0,200.0,1.5,,,146.666666666667,6,37.333333333333336,156000.0,5.0,118302.0,274862.0,743.0
4149,10,6,4,2,146.666666666667,2015,2,4,5,5.0,100.0,2,1,2,2,1,1,2,2,1,2,2,1,1,2,2,1,3.0,31.0,24.0,6,60000.0,4,2,2,2,1,1,1,1,1,2,2,3,1,3,3,2,2,5,3,2,4,1,2,2.0,2,1,2,200000,1,1,,1,1,2,0,0,60000,1.0,60000.0,2,2,2,1.0,50.0,0.3,,,146.666666666667,4,22.0,35000.0,2.0,78867.95,34773.0,755.0
4150,10,6,5,2,146.666666666667,2015,2,1,1,4.0,100.0,2,1,2,2,1,1,2,2,1,2,2,1,1,1,1,1,2.0,30.0,24.0,6,56000.0,6,2,2,1,1,1,2,1,1,2,2,3,2,3,3,2,1,3,1,2,4,1,1,1.0,2,1,2,35000,1,1,,3,2,2,400000,250000,100000,1.0,100000.0,1,2,2,1.5,50.0,0.5,50.0,30.0,146.666666666667,5,35.6,124000.0,4.0,33660.1,113371.0,749.0
4151,10,6,1,2,146.666666666667,2015,2,1,1,3.0,90.0,2,1,1,2,1,1,1,1,1,2,2,1,1,2,2,1,1.0,30.0,24.0,6,28000.0,6,2,2,2,1,2,2,1,1,2,2,3,2,3,3,2,2,3,3,2,4,1,1,1.0,1,2,2,0,2,1,,4,6,2,200000,150000,55000,1.0,55000.0,2,2,2,0.5,50.0,0.2,50.0,50.0,146.666666666667,1,78.0,69000.0,3.0,35668.3,95482.0,752.0
4152,10,6,5,2,146.666666666667,2015,2,4,1,2.0,25.0,2,1,2,2,2,1,1,2,2,2,2,1,1,1,1,1,2.0,30.0,24.0,6,90000.0,6,1,2,1,1,1,1,1,1,2,2,3,2,3,3,2,2,5,3,2,3,1,1,2.0,1,1,2,35000,1,1,,3,6,2,0,400000,200000,1.0,200000.0,2,2,2,2.0,150.0,0.5,50.0,20.0,146.666666666667,5,27.4,95000.0,3.0,6219.5,94232.0,474302.0
4153,10,6,9,2,146.666666666667,2015,2,1,1,4.0,90.0,2,1,2,2,1,1,1,2,1,2,2,1,1,1,1,1,1.0,30.0,24.0,6,140000.0,6,2,2,1,1,1,1,1,1,2,2,3,2,3,3,2,1,4,3,2,4,1,1,2.0,2,1,2,250000,1,1,,2,3,2,0,500000,100000,1.0,100000.0,2,2,1,2.0,100.0,1.0,50.0,50.0,146.666666666667,9,30.555555555555557,235000.0,6.0,65471.8,201607.0,1200751.0
4154,10,6,1,2,146.666666666667,2015,2,1,1,2.0,50.0,2,1,2,2,2,1,1,2,1,1,2,1,2,2,2,1,2.0,30.0,24.0,6,120000.0,6,2,2,2,1,1,1,1,1,2,2,3,2,3,3,2,1,4,3,2,4,2,2,,2,1,2,0,2,4,6.0,2,3,2,0,100000,43000,1.0,43000.0,2,2,2,0.5,,0.1,,50.0,146.666666666667,1,85.0,43000.0,1.0,57347.1,65977.0,755.0
4155,10,6,6,2,146.666666666667,2015,2,1,1,4.0,95.0,2,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1.0,30.0,24.0,6,140000.0,6,2,2,2,1,1,2,1,1,2,2,3,2,3,3,2,2,3,3,2,4,1,1,1.0,2,1,2,100000,1,1,,2,2,2,300000,200000,100000,1.0,100000.0,2,2,2,2.5,100.0,1.0,,,146.666666666667,6,35.666666666666664,113000.0,4.0,57820.6,116688.0,748.0
4156,10,6,3,2,146.666666666667,2015,2,1,1,4.0,80.0,2,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1.0,30.0,24.0,3,140000.0,6,2,2,2,2,2,2,2,2,2,2,3,2,3,3,2,2,2,3,2,4,1,2,2.0,1,1,2,0,2,4,3.0,3,3,2,600000,400000,150000,1.0,150000.0,1,2,2,0.3,50.0,0.3,20.0,20.0,146.666666666667,3,37.666666666666664,500.0,1.0,26773.0,154593.0,1421403.0
4157,10,6,1,2,146.666666666667,2015,2,1,1,3.0,60.0,2,1,2,2,1,1,1,2,1,2,2,1,2,2,2,1,1.0,30.0,24.0,6,140000.0,4,2,2,2,1,1,1,1,1,2,2,3,2,3,3,2,1,4,3,2,4,1,1,1.0,2,2,2,0,2,4,6.0,3,1,2,0,0,75000,1.0,75000.0,2,2,2,0.7,50.0,0.3,20.0,40.0,146.666666666667,1,83.0,90000.0,2.0,42143.0,61490.0,754.0
4158,10,6,5,2,146.666666666667,2015,2,1,1,3.0,85.0,2,2,2,2,1,1,2,2,1,2,2,1,1,1,1,1,3.0,30.0,24.0,6,180000.0,6,2,2,2,1,2,1,1,1,2,2,3,2,3,3,2,1,4,3,2,4,1,1,3.0,1,1,2,0,2,1,,3,1,2,0,300000,150000,1.0,150000.0,2,2,2,1.5,200.0,0.5,50.0,50.0,146.666666666667,5,34.6,90800.0,4.0,105386.8,134965.0,747.0
4159,10,6,6,1,156.33024691358,2015,2,2,1,3.0,72.0,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1.0,31.0,24.0,3,300000.0,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,3,2,4,2,2,,2,1,2,300000,1,4,6.0,2,6,2,0,400000,200000,1.0,200000.0,2,2,2,1.8,100.0,1.0,15.0,100.0,156.33024691358,6,43.5,133000.0,5.0,150307.77,169417.0,745.0
4160,10,6,2,1,156.33024691358,2015,2,1,1,2.0,53.0,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1.0,31.0,24.0,2,120000.0,1,2,2,2,1,1,3,2,2,2,2,3,2,2,2,1,2,3,2,2,4,2,2,1.0,2,2,2,0,2,4,3.0,4,6,2,0,0,100000,1.0,100000.0,2,2,2,0.7,30.0,0.3,,50.0,156.33024691358,2,50.5,51000.0,2.0,71512.99,106251.0,747.0
4161,10,6,2,1,156.33024691358,2015,2,1,1,2.0,53.0,2,1,1,1,2,2,1,1,1,2,2,1,1,2,2,1,1.0,31.0,24.0,2,90000.0,1,2,2,2,1,2,3,1,1,2,2,3,2,2,2,1,2,4,3,2,2,2,2,,2,1,2,0,2,4,6.0,2,6,2,0,0,100000,1.0,100000.0,2,2,2,0.5,,0.2,,,156.33024691358,2,52.0,42000.0,1.0,46389.64,53638.0,752.0
4162,10,6,6,1,156.33024691358,2015,2,2,1,3.0,72.0,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1.0,31.0,24.0,3,125000.0,1,1,2,2,1,2,1,1,1,2,2,3,2,2,1,1,2,3,3,2,4,2,2,1.0,2,2,2,120000,1,1,,1,6,2,0,500000,200000,1.0,200000.0,2,2,2,1.5,100.0,1.0,10.0,30.0,156.33024691358,6,34.166666666666664,57000.0,2.0,89544.95999999999,71130.0,745.0
4163,10,6,4,1,156.33024691358,2015,2,2,1,4.0,124.0,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1.0,31.0,24.0,3,210000.0,1,2,2,2,1,2,3,2,2,2,2,3,2,2,2,1,2,3,3,2,4,2,2,,2,1,2,1000000,1,4,3.0,4,6,2,0,0,200000,1.0,200000.0,2,2,2,1.5,150.0,0.5,25.0,50.0,156.33024691358,4,33.0,100000.0,1.0,110523.4,123534.0,747.0
4164,10,6,7,1,156.33024691358,2015,2,2,1,3.0,73.0,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1.0,31.0,24.0,3,120000.0,1,1,2,2,1,2,3,2,2,2,2,3,2,2,2,1,2,3,2,2,4,2,2,2.0,2,2,2,2500000,2,4,1.0,4,6,2,0,1000000,200000,1.0,200000.0,2,2,2,1.0,150.0,1.0,20.0,100.0,156.33024691358,7,35.142857142857146,296000.0,4.0,216351.97,497203.0,744.0
4165,10,6,2,1,156.33024691358,2015,2,2,1,3.0,73.0,2,1,1,1,2,2,1,1,1,1,2,1,1,2,2,1,1.0,31.0,24.0,2,90000.0,1,2,2,2,1,2,3,2,2,2,2,3,2,2,2,1,2,3,3,2,4,2,2,2.0,2,2,2,0,2,4,3.0,4,6,2,0,0,100000,1.0,100000.0,2,2,2,0.7,50.0,0.3,,,156.33024691358,2,76.5,80000.0,2.0,49259.34,51162.0,750.0
4166,10,6,3,1,156.33024691358,2015,2,2,1,2.0,53.0,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1.0,31.0,24.0,3,222000.0,1,1,2,1,1,1,3,1,2,2,2,3,2,2,2,1,2,3,2,2,4,2,2,2.0,2,1,2,0,2,4,1.0,3,2,2,1000000,700000,300000,1.0,300000.0,2,2,2,0.7,50.0,0.3,,30.0,156.33024691358,3,55.333333333333336,222000.0,3.0,186945.657,374643.0,747.0
4167,10,6,5,1,156.33024691358,2015,2,1,1,2.0,53.0,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1.0,31.0,24.0,3,180000.0,1,1,2,2,1,1,3,1,1,2,2,3,2,2,1,1,2,3,3,2,4,2,2,3.0,2,2,2,1600000,1,1,,1,1,2,0,500000,150000,1.0,150000.0,2,2,2,1.5,100.0,0.8,10.0,50.0,156.33024691358,5,39.8,120000.0,3.0,114419.637,123563.0,745.0
4168,10,6,6,1,156.33024691358,2015,2,2,1,4.0,96.0,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1.0,30.0,24.0,2,160000.0,1,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,2,3,2,2,2,2,2,2.0,2,2,2,30000,1,4,7.0,4,6,2,10000,5000,100000,1.0,100000.0,2,2,2,2.0,300.0,1.0,200.0,10.0,156.33024691358,6,37.0,225000.0,3.0,143730.85,156918.0,744.0
4169,10,6,2,1,156.33024691358,2015,2,1,1,3.0,70.0,2,1,1,1,2,2,1,1,1,1,2,1,1,2,2,1,1.0,30.0,24.0,2,65000.0,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,3,3,2,4,2,2,2.0,2,2,2,20000,1,4,6.0,2,4,2,0,250000,90000,1.0,90000.0,2,2,2,0.8,200.0,0.5,100.0,10.0,156.33024691358,2,71.5,100000.0,2.0,90572.5,84599.0,749.0
4170,10,6,2,1,156.33024691358,2015,2,2,1,3.0,70.0,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1.0,30.0,24.0,3,100000.0,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,4,2,2,2.0,2,2,2,0,2,4,7.0,4,6,2,10000,5000,150000,1.0,150000.0,1,2,2,1.0,200.0,0.7,300.0,25.0,156.33024691358,2,60.5,190000.0,2.0,112518.7,130247.0,740.0
4171,10,6,4,1,156.33024691358,2015,2,1,1,3.0,70.0,2,1,2,1,2,2,1,1,1,2,2,1,1,2,2,1,1.0,30.0,24.0,4,120000.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,3,2,2,4,2,2,2.0,2,1,2,0,1,4,7.0,4,6,2,5000,3000,150000,1.0,150000.0,2,2,2,1.0,250.0,1.0,300.0,25.0,156.33024691358,4,35.0,160000.0,3.0,114531.5,105477.0,747.0
4172,10,6,2,1,156.33024691358,2015,2,1,1,3.0,68.0,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1.0,30.0,24.0,3,120000.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,4,2,2,2.0,2,2,2,0,2,4,7.0,4,6,2,0,3000,100000,1.0,100000.0,2,2,2,1.0,300.0,0.7,300.0,15.0,156.33024691358,2,58.0,530000.0,2.0,107602.95,82698.0,744.0
4173,10,6,2,1,156.33024691358,2015,2,2,1,4.0,96.0,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1.0,30.0,24.0,3,160000.0,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,4,2,2,2.0,2,1,2,0,2,4,3.0,2,6,2,0,3000,50000,1.0,50000.0,2,2,2,0.5,250.0,0.5,300.0,15.0,156.33024691358,2,53.5,21000.0,2.0,82364.95,88583.0,743.0
4174,10,6,6,1,156.33024691358,2015,2,2,1,3.0,70.0,2,1,1,1,2,2,1,1,1,2,2,1,1,2,2,1,1.0,30.0,24.0,2,70000.0,1,1,2,2,1,2,2,2,2,2,2,1,2,2,1,1,2,3,3,2,4,2,2,2.0,2,1,2,100000,1,4,7.0,2,6,2,6000,3000,100000,1.0,100000.0,2,2,2,1.0,400.0,1.0,300.0,50.0,156.33024691358,6,42.333333333333336,160000.0,4.0,115601.05,96947.0,745.0
4175,10,6,2,1,156.33024691358,2015,2,1,1,2.0,60.0,2,1,1,1,2,2,1,1,1,2,2,1,1,2,2,1,1.0,30.0,24.0,2,60000.0,1,2,2,2,1,1,1,2,2,2,2,2,2,2,1,1,2,3,3,2,4,2,2,2.0,2,1,2,0,1,4,6.0,2,6,2,0,300000,60000,1.0,60000.0,2,2,2,1.0,200.0,0.5,300.0,10.0,156.33024691358,2,56.5,60000.0,1.0,85530.45,67829.0,749.0
4176,10,6,4,1,156.33024691358,2015,2,2,3,2.0,50.0,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1.0,30.0,24.0,2,100000.0,1,1,2,2,1,2,2,2,2,2,2,1,2,2,1,1,2,3,3,2,4,2,2,2.0,2,2,2,30000,1,4,7.0,4,6,2,5000,2000,80000,1.0,80000.0,2,2,2,0.5,250.0,1.0,300.0,20.0,156.33024691358,4,32.5,85000.0,2.0,95025.7,182107.0,742.0
4177,10,7,2,1,199.569444444444,2015,2,2,1,3.0,72.0,2,1,2,1,2,2,1,1,1,1,1,1,1,2,2,1,1.0,31.0,20.0,3,100000.0,1,2,2,1,1,1,3,2,2,2,2,3,2,2,1,1,1,3,3,2,4,2,2,1.0,2,1,2,0,2,4,6.0,3,4,2,0,150000,0,,,2,2,2,0.5,30.0,1.0,30.0,50.0,199.569444444444,2,49.0,90000.0,2.0,50907.5,52900.0,747.0
4178,10,7,5,1,199.569444444444,2015,2,2,1,3.0,72.0,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1.0,31.0,20.0,2,120000.0,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,3,3,2,2,2,2,1.0,2,2,2,0,2,4,3.0,3,5,2,3000,400000,0,,,1,2,2,1.5,50.0,1.5,50.0,100.0,199.569444444444,5,30.2,185000.0,3.0,81546.45,164236.0,743.0
4179,10,7,2,1,199.569444444444,2015,2,2,1,3.0,72.0,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1.0,31.0,20.0,3,220000.0,1,2,2,2,1,2,3,2,2,2,2,2,2,2,1,1,1,3,3,2,4,2,2,1.0,2,1,2,0,2,4,3.0,2,3,2,0,1000,0,,,1,2,2,0.5,30.0,0.5,30.0,50.0,199.569444444444,2,39.0,230000.0,2.0,97259.8,242063.0,743.0
4180,10,7,5,1,199.569444444444,2015,2,2,1,3.0,72.0,2,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1.0,31.0,20.0,3,180000.0,1,2,2,2,1,2,3,2,2,2,2,2,2,2,1,1,1,3,2,2,4,2,2,2.0,2,2,2,0,2,1,,2,3,2,0,3000,0,,,2,2,2,1.0,50.0,0.5,,50.0,199.569444444444,5,19.8,184000.0,2.0,122022.5,74280.0,742.0
4181,10,7,5,1,199.569444444444,2015,2,2,1,3.0,72.0,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1.0,31.0,20.0,3,250000.0,1,1,2,2,1,2,3,2,2,2,2,2,2,2,1,1,1,3,3,2,4,2,2,3.0,2,1,2,1000000,1,4,6.0,3,5,2,0,1000000,0,,,2,2,2,1.0,50.0,1.0,50.0,100.0,199.569444444444,5,41.0,743000.0,5.0,143588.9,119590.0,1000742.0
4182,10,7,4,1,199.569444444444,2015,2,2,1,3.0,72.0,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1.0,31.0,20.0,3,200000.0,1,2,2,1,1,2,3,2,2,2,2,3,2,2,1,1,1,3,3,2,4,2,2,1.0,2,1,2,1000000,1,4,3.0,3,3,2,0,400000,0,,,1,2,2,1.0,50.0,1.0,50.0,50.0,199.569444444444,4,49.25,539000.0,4.0,118678.95,274754.0,2000740.0
4183,10,7,6,1,199.569444444444,2015,2,2,1,3.0,72.0,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1.0,31.0,20.0,3,150000.0,1,1,2,1,1,1,3,2,2,2,2,2,2,2,1,1,1,3,3,2,2,2,2,2.0,2,2,2,0,2,4,6.0,2,3,2,0,200000,0,,,1,2,2,1.5,5.0,1.5,50.0,50.0,199.569444444444,6,32.833333333333336,140000.0,2.0,101032.05,269243.0,742.0
4184,10,7,4,1,199.569444444444,2015,2,2,1,3.0,72.0,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1.0,31.0,20.0,3,200000.0,1,2,2,2,1,2,3,2,2,2,2,1,2,2,1,1,1,3,2,2,4,2,2,2.0,2,2,2,0,2,4,6.0,2,3,2,0,2000,0,,,2,2,2,0.5,50.0,1.0,50.0,50.0,199.569444444444,4,44.0,319000.0,3.0,162617.85,109429.0,742.0
4185,10,7,6,1,199.569444444444,2015,2,2,1,3.0,72.0,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1.0,31.0,20.0,3,250000.0,1,1,2,2,1,2,3,2,2,2,2,2,2,2,1,1,1,3,2,2,4,2,2,2.0,2,1,2,350000,1,1,,3,3,2,5000,2000,0,,,2,2,2,1.5,50.0,1.5,100.0,50.0,199.569444444444,6,44.666666666666664,357200.0,6.0,167343.0,190180.0,738.0
4186,10,7,5,1,199.569444444444,2015,2,2,1,2.0,40.0,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1.0,31.0,24.0,3,150000.0,2,1,1,1,2,2,2,1,2,2,2,3,2,2,1,2,2,3,3,2,4,2,2,1.0,2,2,2,200000,1,4,3.0,4,6,2,2000000,1000000,400000,1.0,400000.0,1,2,2,1.5,100.0,2.0,200.0,100.0,199.569444444444,5,34.8,350000.0,3.0,146256.25,500223.0,700745.0
4187,10,7,2,1,199.569444444444,2015,2,2,1,1.0,29.0,2,1,1,1,2,2,1,1,1,2,2,1,1,2,2,1,1.0,31.0,24.0,6,200000.0,2,2,2,2,2,2,2,1,1,2,2,3,2,2,1,2,2,5,3,2,4,2,2,2.0,2,2,2,240000,1,4,3.0,4,6,1,0,5000,300000,1.0,300000.0,2,2,2,1.5,60.0,1.0,80.0,70.0,199.569444444444,2,61.0,160000.0,3.0,73187.35,216694.0,750.0
4188,10,7,1,1,199.569444444444,2015,2,2,3,1.0,20.0,1,1,1,1,2,2,1,1,1,2,2,1,1,2,2,1,1.0,31.0,24.0,2,50000.0,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,3,2,4,1,2,1.0,2,2,2,20000,1,4,3.0,1,1,2,0,300000,200000,1.0,200000.0,2,2,2,1.0,,1.0,,70.0,199.569444444444,1,42.0,83000.0,1.0,106720.3,183454.0,750.0
4189,10,7,1,1,199.569444444444,2015,2,2,1,1.0,30.0,2,1,2,1,2,2,1,1,1,2,1,1,2,2,2,1,1.0,31.0,24.0,2,25000.0,2,2,2,2,1,2,2,1,1,2,2,3,2,2,2,2,2,4,3,2,4,2,2,1.0,2,2,2,0,2,4,3.0,3,2,2,0,0,0,,,2,2,2,0.4,10.0,0.5,100.0,50.0,199.569444444444,1,78.0,53000.0,1.0,53928.1,18601.0,754.0
4190,10,7,4,1,199.569444444444,2015,2,2,1,2.0,41.0,2,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1.0,31.0,24.0,2,170000.0,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,3,2,4,1,2,2.0,2,2,2,530000,1,4,1.0,2,3,2,0,0,250000,1.0,250000.0,1,2,2,1.5,,1.0,50.0,20.0,199.569444444444,4,19.75,160000.0,2.0,129037.4,219512.0,748.0
4191,10,7,3,1,199.569444444444,2015,2,2,3,2.0,40.0,1,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1.0,31.0,24.0,0,,2,2,2,2,2,2,2,1,1,2,2,3,2,2,1,2,2,3,3,2,4,1,2,,2,1,2,0,2,4,7.0,4,6,2,1000000,600000,300000,1.0,300000.0,2,2,2,1.0,50.0,1.0,100.0,50.0,199.569444444444,3,43.333333333333336,200.0,1.0,112011.9,120697.0,746.0
4192,10,7,3,1,199.569444444444,2015,2,2,1,1.0,30.0,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1.0,31.0,24.0,3,135000.0,2,2,2,2,1,1,2,2,2,2,2,3,2,2,2,2,2,3,3,2,2,2,2,2.0,2,2,2,0,2,4,3.0,1,1,2,0,450000,200000,1.0,200000.0,1,2,2,1.0,,1.0,,100.0,199.569444444444,3,23.333333333333332,130000.0,1.0,119834.5,198998.0,746.0
4193,10,7,1,1,199.569444444444,2015,2,2,1,3.0,60.0,2,1,1,1,2,2,1,1,1,2,2,1,1,1,2,1,1.0,31.0,24.0,2,30000.0,2,2,2,2,1,1,2,1,1,2,2,3,2,2,2,2,2,5,3,2,4,1,2,,2,1,2,300000,1,4,1.0,1,1,2,500000,200000,100000,1.0,100000.0,2,2,2,0.4,,0.5,,20.0,199.569444444444,1,56.0,10000.0,1.0,66182.75,97057.0,753.0
4194,10,7,2,1,199.569444444444,2015,2,2,1,2.0,41.0,2,1,1,1,2,2,1,1,1,1,2,1,1,2,2,1,1.0,31.0,24.0,2,60000.0,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,3,2,4,2,2,2.0,2,1,2,0,2,4,1.0,4,6,2,0,0,0,,,2,2,2,0.7,50.0,0.8,50.0,30.0,199.569444444444,2,81.5,110250.0,3.0,127493.2,210547.0,749.0
4195,10,7,4,2,259.527777777778,2015,2,1,1,3.0,240.0,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1.0,31.0,24.0,3,280000.0,3,2,2,1,1,1,2,1,1,2,2,3,2,1,3,2,2,5,3,2,4,1,2,2.0,2,1,2,1100000,1,4,3.0,4,6,2,0,500000,180000,1.0,180000.0,2,2,2,1.0,100.0,0.5,150.0,100.0,259.527777777778,4,37.75,190000.0,2.0,300666.23,501743.0,360755.0
4196,10,7,3,2,259.527777777778,2015,2,1,1,5.0,100.0,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1.0,31.0,24.0,3,200000.0,2,2,2,2,2,2,2,2,2,2,2,3,1,2,3,2,2,3,2,2,4,1,1,2.0,2,1,2,0,2,4,3.0,2,2,2,0,450000,200000,1.0,200000.0,1,2,2,5.0,80.0,0.5,100.0,,259.527777777778,3,46.0,273000.0,4.0,293474.55,359013.0,746.0
4197,10,7,6,2,259.527777777778,2015,2,1,1,5.0,120.0,2,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1.0,31.0,24.0,6,170000.0,2,2,2,2,1,1,1,2,2,2,2,3,2,2,3,2,2,3,3,2,4,1,1,1.0,2,2,2,80000,1,4,1.0,1,1,2,0,550000,150000,1.0,150000.0,1,2,2,4.0,300.0,2.0,130.0,,259.527777777778,6,33.5,170000.0,1.0,177016.08,347557.0,747.0
4198,10,7,6,2,259.527777777778,2015,2,1,1,6.0,150.0,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1.0,31.0,24.0,6,120000.0,2,2,2,2,1,1,2,2,2,2,2,3,2,2,3,2,2,3,3,2,4,1,1,2.0,2,2,2,250000,1,4,3.0,4,6,2,0,600000,200000,1.0,200000.0,1,2,2,3.0,150.0,1.0,180.0,100.0,259.527777777778,6,39.0,783500.0,2.0,194779.6,329976.0,1000749.0
