recno,date,region,household_size,area_type,weight,year,household_has_special_education_children,housing_type,dwelling_ownership,number_of_rooms,dwelling_space_sqm,moved_last_5_years,has_centralized_water,has_hot_water,has_centralized_sanitation,has_local_sanitation,has_outside_toilet,has_gas,has_bathtub_shower,has_kitchen,has_telephone,has_radio,has_electricity,has_mobile,has_computer,has_internet,water_source,water_tap_location,potable_water_hours_day,potable_water_24h,main_heating_energy,heating_spend_last_winter_amd,garbage_disposal,complaint_floor_space,complaint_noise,complaint_light,complaint_heating,complaint_humidity,complaint_leaking_roof,complaint_walls_floor,complaint_windows_doors,complaint_traffic,complaint_pollution,complaint_elevator,complaint_water_supply,complaint_garbage,complaint_common_areas,complaint_green_areas,complaint_other,dwelling_condition_estimate,dwelling_renovated,building_new_house,has_other_dwelling,any_member_household_own_work,engaged_cattle_breeding,id_number_household_member_who_11,household_sent_money_goods_12m,household_received_money_goods_12m,lent_money_12m,family_debt_amount,borrowed_money_12m,registered_poverty_benefit,reason_not_registered_benefit,benefit_system_justified,share_families_really_vulnerable,humanitarian_assistance_12m,money_family_need_monthly_live,drm_in_amd,drm_in_amd_2,money_family_need_monthly_make,amd_3,household_has_car,eligible_salary_pension_not_received,hired_household_workers_12m,food_which_usually_consumed_daily,food_which_usually_consumed_daily_2,food_which_usually_consumed_daily_3,food_which_usually_consumed_daily_5,food_which_usually_consumed_daily_8,sample_weight,household_member_count,household_mean_age,household_income_total,household_income_source_count,food_purchases_total,services_goods_total,goods_services_total
3334,8,7,6,2,259.527777777778,2015,2,1,1,7.0,140.0,2,1,2,2,2,1,1,2,1,2,2,1,1,2,2,1,2.0,31.0,12.0,9,7.0,2,2,2,2,2,2,2,2,2,2,2,3,1,1,3,2,2,4,3,2,4,1,1,3.0,2,2,2,300000,1,4,3.0,3,6,2,0,400000,100000,1.0,100000.0,2,2,2,2.5,120.0,1.0,150.0,100.0,259.527777777778,6,32.0,155000.0,3.0,166475.5,232960.0,750.0
3335,8,7,6,2,259.527777777778,2015,2,1,1,4.0,80.0,2,1,2,2,2,1,1,3,1,2,2,1,1,2,2,1,2.0,31.0,6.0,9,7.0,2,2,2,2,2,2,2,2,2,2,2,3,1,1,3,2,2,4,3,1,2,1,1,1.0,2,2,2,1150000,1,4,3.0,4,6,2,0,600000,150000,1.0,150000.0,1,2,2,2.0,100.0,2.0,200.0,100.0,259.527777777778,6,37.333333333333336,196000.0,4.0,269789.95,755323.0,750.0
3336,8,7,4,2,259.527777777778,2015,2,1,1,5.0,150.0,2,1,1,2,2,1,1,1,1,2,2,1,1,2,2,1,1.0,31.0,6.0,9,7.0,2,2,2,2,1,2,1,2,2,2,2,3,1,1,3,2,2,3,3,2,4,1,1,1.0,2,2,2,4750000,1,4,3.0,2,4,2,1000000,350000,100000,1.0,100000.0,2,2,2,2.0,120.0,0.5,150.0,,259.527777777778,4,42.25,139000.0,3.0,198836.65,164446.0,753.0
3337,8,7,4,2,259.527777777778,2015,2,1,1,3.0,54.0,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1.0,31.0,7.0,9,7.0,2,1,2,2,1,2,2,2,2,2,2,3,2,2,3,1,2,4,3,2,4,1,1,1.0,2,2,2,470000,1,4,3.0,1,1,2,0,500000,100000,1.0,100000.0,2,2,2,4.0,150.0,2.0,120.0,80.0,259.527777777778,4,29.5,100000.0,1.0,221239.25,257053.0,747.0
3338,8,7,10,2,259.527777777778,2015,2,1,1,5.0,150.0,2,1,1,2,2,1,1,1,1,2,2,1,1,2,2,1,1.0,31.0,10.0,9,7.0,2,1,2,1,1,1,1,2,2,2,2,3,1,2,3,1,2,4,3,2,4,1,1,3.0,2,2,2,2000000,1,4,6.0,2,6,2,0,700000,200000,1.0,200000.0,1,2,2,2.7,300.0,2.0,250.0,150.0,259.527777777778,10,31.2,185600.0,5.0,235233.8,582036.0,749.0
3339,8,7,2,2,259.527777777778,2015,2,1,1,4.0,110.0,2,1,2,2,2,1,1,3,1,2,2,1,1,2,2,1,2.0,31.0,10.0,9,7.0,2,2,2,2,2,2,1,2,2,2,2,3,1,2,3,1,2,3,3,2,4,1,1,1.0,2,2,2,0,2,4,3.0,2,6,2,0,150000,60000,1.0,60000.0,2,2,2,0.5,,0.3,,,259.527777777778,2,66.5,87000.0,3.0,140176.6,73286.0,755.0
3340,8,8,6,1,185.768518518519,2015,2,2,1,3.0,89.0,2,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1.0,31.0,24.0,3,80000.0,1,2,2,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,2,2,4,2,2,4.0,2,2,2,0,2,1,,4,6,2,0,0,1500,3.0,719670.0,2,2,2,1.0,30.0,1.0,3.0,10.0,185.768518518519,6,35.166666666666664,167000.0,4.0,268293.9,194905.0,748.0
3341,8,8,6,1,185.768518518519,2015,2,2,2,4.0,100.0,2,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1.0,31.0,24.0,3,100000.0,1,2,2,2,2,2,2,2,2,2,3,3,2,2,3,2,2,3,3,2,4,2,2,2.0,2,2,2,0,2,4,7.0,4,6,2,0,0,0,,,2,2,2,1.0,80.0,0.5,3.0,10.0,185.768518518519,6,33.166666666666664,120000.0,2.0,233414.18,71575.0,747.0
3342,8,8,2,1,185.768518518519,2015,2,2,1,4.0,102.0,2,1,2,1,2,2,1,1,1,2,1,1,1,2,2,1,1.0,31.0,24.0,3,60000.0,1,2,2,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,4,2,2,2.0,2,2,2,0,2,4,7.0,4,6,2,0,400000,250000,1.0,250000.0,2,2,2,0.5,40.0,0.2,3.0,10.0,185.768518518519,2,53.5,80000.0,1.0,155571.8,101225.0,749.0
3343,8,8,7,1,185.768518518519,2015,2,2,2,3.0,89.0,2,1,2,1,2,2,1,1,1,2,1,1,1,1,1,1,1.0,31.0,24.0,3,80000.0,1,2,2,2,2,2,2,2,2,2,3,3,2,2,3,2,2,3,3,2,4,2,2,1.0,2,2,2,0,2,1,,3,2,2,0,0,400000,1.0,400000.0,2,2,2,1.2,60.0,0.5,5.0,10.0,185.768518518519,7,24.285714285714285,183000.0,4.0,236148.2,173879.0,747.0
3344,8,8,6,1,185.768518518519,2015,2,2,1,3.0,89.0,2,1,1,1,2,2,1,1,1,2,1,1,1,2,2,1,1.0,31.0,24.0,3,75000.0,1,2,2,2,2,2,2,2,2,2,3,3,2,2,3,2,2,3,3,2,4,2,2,2.0,2,1,2,0,2,1,,4,6,2,0,0,1200,3.0,575736.0,2,2,2,1.0,80.0,0.3,3.0,10.0,185.768518518519,6,18.833333333333332,123000.0,2.0,209017.87,100924.0,749.0
3345,8,8,10,1,185.768518518519,2015,2,2,1,3.0,74.0,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1.0,31.0,24.0,3,250000.0,1,1,2,2,2,2,2,2,2,2,3,3,2,2,3,2,2,3,3,2,4,2,2,4.0,2,2,2,0,2,4,7.0,4,6,2,2000,1500,1300,3.0,623714.0,2,2,2,1.2,60.0,1.5,5.0,10.0,185.768518518519,10,24.8,236000.0,3.0,259130.61,271339.0,747.0
3346,8,8,6,1,185.768518518519,2015,2,2,1,4.0,100.0,2,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1.0,31.0,24.0,3,150000.0,1,2,2,2,2,2,2,2,2,2,3,3,2,2,3,2,2,3,2,2,4,2,2,2.0,2,2,2,20000,1,1,,4,3,2,400000,350000,300000,1.0,300000.0,2,2,2,1.0,50.0,0.5,5.0,10.0,185.768518518519,6,40.5,123000.0,3.0,257062.95,189257.0,747.0
3347,8,8,3,1,185.768518518519,2015,2,2,1,3.0,74.0,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1.0,31.0,24.0,3,80000.0,1,2,2,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,2,2,4,2,2,2.0,2,1,2,0,2,4,7.0,4,6,2,0,350000,300000,1.0,300000.0,2,2,2,0.5,30.0,0.2,3.0,10.0,185.768518518519,3,39.333333333333336,39650.0,2.0,160479.95,94505.0,746.0
3348,8,8,3,1,185.768518518519,2015,2,2,1,4.0,81.0,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1.0,31.0,24.0,3,110000.0,1,2,2,2,2,2,2,2,2,2,3,3,2,2,3,2,2,3,2,2,4,2,2,2.0,2,1,2,0,2,4,7.0,4,6,2,0,0,0,,,2,2,2,1.0,50.0,0.5,5.0,10.0,185.768518518519,3,47.0,405000.0,3.0,201399.56,129698.0,746.0
3349,8,8,6,1,185.768518518519,2015,2,1,1,3.0,68.0,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1.0,31.0,12.0,3,120000.0,1,2,2,2,1,1,2,2,2,2,3,3,1,1,3,1,2,3,2,2,4,2,2,2.0,2,2,2,0,2,1,,3,6,2,0,600000,200000,1.0,200000.0,2,2,2,1.0,30.0,1.0,20.0,,185.768518518519,6,36.666666666666664,92000.0,3.0,151155.0,109163.0,750.0
3350,8,8,1,1,185.768518518519,2015,2,2,1,2.0,68.0,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1.0,31.0,12.0,3,80000.0,2,2,2,2,2,2,2,2,2,2,3,3,1,1,1,1,2,2,2,2,4,2,2,,2,2,2,0,2,4,3.0,4,6,2,0,400000,120000,1.0,120000.0,2,2,2,0.2,10.0,0.1,,,185.768518518519,1,53.0,73000.0,2.0,96536.0,144600.0,749.0
3351,8,8,6,1,185.768518518519,2015,2,2,1,3.0,82.0,2,1,1,1,2,2,1,1,1,2,1,1,1,2,2,1,1.0,31.0,10.0,3,160000.0,1,2,2,2,1,2,2,2,2,2,3,3,1,1,1,1,2,2,2,2,4,2,2,2.0,2,2,2,0,2,4,1.0,4,6,2,0,600000,300000,1.0,300000.0,2,2,2,1.0,25.0,1.0,30.0,100.0,185.768518518519,6,25.833333333333332,,,180859.6,104051.0,750.0
3352,8,8,2,1,185.768518518519,2015,2,2,1,3.0,82.0,2,1,2,1,2,2,1,1,1,1,1,1,1,2,2,1,1.0,31.0,12.0,3,60000.0,1,2,2,2,1,1,2,2,2,2,3,3,1,1,1,1,2,2,1,2,4,2,2,,2,1,2,0,2,4,3.0,3,4,2,0,400000,150000,1.0,150000.0,2,2,2,0.5,15.0,0.4,20.0,50.0,185.768518518519,2,77.0,78000.0,2.0,117133.95,68518.0,750.0
3353,8,8,1,1,185.768518518519,2015,2,2,1,2.0,68.0,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1.0,31.0,12.0,3,150000.0,1,2,2,2,2,2,2,2,2,2,3,3,1,1,1,1,2,2,2,2,4,2,2,1.0,2,2,2,0,2,4,1.0,4,6,2,0,400000,150000,1.0,150000.0,2,2,2,0.3,10.0,0.5,10.0,50.0,185.768518518519,1,65.0,105000.0,2.0,84447.86,140399.0,747.0
3354,8,8,2,1,185.768518518519,2015,2,2,1,1.0,38.0,2,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1.0,31.0,12.0,3,100000.0,1,1,2,2,2,2,2,2,2,2,3,3,1,1,1,1,2,3,2,2,4,2,2,1.0,2,1,2,0,2,4,3.0,4,6,2,0,800000,200000,1.0,200000.0,2,2,2,0.2,15.0,0.2,15.0,,185.768518518519,2,31.5,5000.0,1.0,97920.15,91968.0,753.0
3355,8,8,4,1,185.768518518519,2015,2,1,1,3.0,90.0,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1.0,31.0,10.0,3,200000.0,1,2,2,2,2,2,2,2,2,2,3,3,1,1,1,1,2,2,2,2,4,2,2,3.0,2,1,2,0,2,4,3.0,3,6,2,0,2000,200000,1.0,200000.0,2,2,2,0.7,30.0,1.0,20.0,50.0,185.768518518519,4,50.25,110000.0,3.0,192273.8,116773.0,748.0
3356,8,8,3,1,185.768518518519,2015,2,2,1,3.0,82.0,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1.0,31.0,12.0,3,120000.0,1,2,2,2,2,2,2,2,2,2,3,3,1,1,1,1,2,2,2,2,4,2,2,2.0,2,1,2,0,2,4,3.0,4,6,2,0,2000,300000,1.0,300000.0,2,2,2,0.3,15.0,0.5,20.0,50.0,185.768518518519,3,42.0,45000.0,2.0,114875.3,133253.0,748.0
3357,8,8,6,1,185.768518518519,2015,2,2,1,3.0,82.0,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1.0,31.0,12.0,3,160000.0,1,2,2,2,1,1,2,2,2,2,3,3,1,1,1,1,2,3,2,2,4,2,2,2.0,2,2,2,0,2,4,3.0,2,3,2,3000,1500,250000,1.0,250000.0,2,2,2,1.0,20.0,1.0,20.0,50.0,185.768518518519,6,30.5,130000.0,1.0,230653.55,165817.0,748.0
3358,8,8,2,2,126.657407407407,2015,2,1,1,3.0,110.0,2,1,1,2,1,1,1,1,1,1,2,1,1,2,2,1,1.0,28.0,23.0,6,85000.0,4,2,2,2,1,1,2,2,1,3,3,3,2,1,3,2,2,3,2,2,2,1,1,1.0,2,2,2,0,2,4,6.0,4,6,2,500000,300000,80000,1.0,80000.0,2,2,2,0.5,30.0,0.5,40.0,20.0,126.657407407407,2,65.0,203000.0,3.0,219103.0,125051.0,749.0
3359,8,8,5,2,126.657407407407,2015,2,1,1,3.0,80.0,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1.0,30.0,24.0,6,170000.0,4,2,2,2,1,1,2,2,2,3,3,3,2,1,3,2,2,3,2,2,4,1,1,1.0,2,1,2,250000,1,4,3.0,4,1,2,0,1000000,150000,1.0,150000.0,1,2,2,1.0,40.0,1.2,60.0,30.0,126.657407407407,5,31.0,135000.0,2.0,131132.05,173973.0,745.0
3360,8,8,7,2,126.657407407407,2015,2,1,1,3.0,110.0,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1.0,28.0,23.0,6,195000.0,4,1,2,2,1,2,2,2,2,3,3,3,2,2,3,2,2,3,2,2,4,1,1,2.0,2,1,2,340000,1,4,6.0,3,6,2,0,1500000,200000,1.0,200000.0,1,2,2,1.5,60.0,1.5,100.0,20.0,126.657407407407,7,33.42857142857143,153200.0,4.0,258729.15,167368.0,560745.0
3361,8,8,2,2,126.657407407407,2015,2,1,1,4.0,120.0,2,1,1,2,1,1,1,1,1,2,2,1,1,2,2,1,1.0,30.0,22.0,6,115000.0,4,2,2,2,1,1,2,2,2,3,3,3,2,2,3,2,2,3,2,2,4,1,2,2.0,2,2,2,0,2,4,6.0,4,1,2,0,500000,60000,1.0,60000.0,2,2,2,0.5,40.0,0.5,30.0,20.0,126.657407407407,2,59.5,110000.0,2.0,203582.0,86378.0,747.0
3362,8,8,6,2,126.657407407407,2015,2,1,1,4.0,120.0,2,1,1,2,1,1,1,1,1,2,2,1,1,2,2,1,1.0,30.0,23.0,6,95000.0,4,2,2,2,1,1,1,2,2,3,3,3,2,2,3,2,2,3,2,2,4,1,2,4.0,1,2,2,200000,1,1,,4,1,2,0,1000000,300000,1.0,300000.0,2,2,2,1.0,40.0,1.0,60.0,,126.657407407407,6,33.5,185000.0,5.0,155738.9,191954.0,751.0
3363,8,8,5,2,126.657407407407,2015,2,1,1,3.0,90.0,2,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1.0,28.0,24.0,6,135000.0,4,2,2,2,1,2,1,2,2,3,3,3,2,2,3,1,2,3,2,2,4,1,1,1.0,2,1,2,0,2,1,,1,1,2,1200000,700000,100000,1.0,100000.0,2,2,2,1.0,40.0,1.0,40.0,20.0,126.657407407407,5,26.8,95000.0,4.0,146386.6,86257.0,749.0
3364,8,8,7,2,126.657407407407,2015,2,1,1,4.0,120.0,2,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1.0,30.0,24.0,6,145000.0,4,2,2,2,1,1,1,2,2,3,3,3,2,2,3,1,2,3,2,2,4,1,1,3.0,2,2,2,300000,1,4,3.0,1,1,2,1500000,700000,150000,1.0,150000.0,2,2,2,1.0,50.0,1.0,60.0,20.0,126.657407407407,7,37.42857142857143,161000.0,3.0,124589.3,163585.0,747.0
3365,8,8,5,2,126.657407407407,2015,2,1,1,4.0,140.0,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1.0,28.0,23.0,3,210000.0,4,2,2,2,1,2,2,2,2,3,3,3,2,1,3,2,2,2,2,2,4,1,1,1.0,2,1,2,140000,1,4,3.0,1,1,2,1300000,500000,100000,1.0,100000.0,1,2,2,1.0,60.0,1.0,40.0,20.0,126.657407407407,5,34.8,118150.0,4.0,371955.8,330570.0,520744.0
3366,8,8,4,2,126.657407407407,2015,2,1,1,4.0,150.0,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1.0,31.0,23.0,3,250000.0,4,2,2,2,1,2,2,2,2,3,3,3,2,2,3,2,2,3,2,2,2,1,2,2.0,2,1,1,0,2,4,1.0,1,1,2,0,800000,200000,1.0,200000.0,1,2,2,0.5,30.0,0.5,45.0,30.0,126.657407407407,4,42.25,75000.0,3.0,276045.4,147112.0,1680747.0
3367,8,8,2,2,126.657407407407,2015,2,1,1,2.0,58.0,2,1,2,1,2,1,1,1,1,1,2,1,2,2,2,1,1.0,31.0,24.0,6,50000.0,1,2,2,2,1,1,1,1,1,2,3,3,2,2,3,2,2,4,3,2,4,1,2,2.0,2,2,2,0,2,4,6.0,2,2,2,80000,70000,10000,1.0,10000.0,2,2,2,0.8,,,15.0,5.0,126.657407407407,2,79.5,62000.0,2.0,53789.15,160050.0,754.0
3368,8,8,5,2,126.657407407407,2015,2,1,1,5.0,156.0,2,1,1,2,1,2,1,1,1,2,2,1,1,1,1,1,1.0,31.0,24.0,3,60000.0,1,2,2,2,1,1,2,2,2,2,3,3,2,2,3,2,2,2,2,2,4,1,2,2.0,2,1,2,400000,1,4,1.0,1,1,2,500000,250000,100000,1.0,100000.0,1,2,2,0.9,10.0,0.3,20.0,5.0,126.657407407407,5,41.6,100000.0,2.0,97574.3,171380.0,746.0
3369,8,8,2,2,126.657407407407,2015,2,1,1,2.0,130.0,2,1,2,1,2,1,1,2,1,1,2,1,1,1,2,1,1.0,31.0,24.0,6,70000.0,1,1,2,2,1,1,2,1,1,2,3,3,2,2,3,2,2,3,2,2,4,1,2,1.0,2,1,2,200000,1,4,6.0,2,2,2,200000,100000,50000,1.0,50000.0,2,2,2,0.4,,0.15,15.0,3.0,126.657407407407,2,43.0,55000.0,1.0,81781.2,122776.0,748.0
3370,8,8,4,2,126.657407407407,2015,2,1,1,3.0,132.0,2,1,2,1,2,1,1,1,1,2,2,1,1,2,2,1,1.0,31.0,24.0,9,60000.0,1,2,2,2,1,1,2,1,2,2,3,3,2,2,3,2,2,3,3,2,4,1,1,1.0,2,1,2,350000,1,4,6.0,2,2,2,400000,200000,70000,1.0,70000.0,2,2,2,1.3,10.0,0.3,30.0,5.0,126.657407407407,4,46.25,45000.0,2.0,70407.8,158202.0,9751.0
3371,8,8,3,2,126.657407407407,2015,2,1,1,3.0,120.0,2,1,2,1,2,1,1,1,1,1,2,1,1,2,2,1,1.0,31.0,24.0,9,45000.0,1,2,2,2,1,1,2,2,2,2,3,3,2,2,3,2,2,3,3,2,4,1,1,2.0,2,1,2,300000,1,4,3.0,1,1,2,300000,150000,70000,1.0,70000.0,2,2,2,0.9,10.0,0.2,20.0,3.0,126.657407407407,3,49.0,15000.0,1.0,54411.05,158233.0,750.0
3372,8,8,6,2,126.657407407407,2015,2,1,1,3.0,60.0,2,1,1,1,2,1,1,1,1,2,2,1,1,1,2,1,1.0,31.0,24.0,9,40000.0,1,1,2,2,1,1,1,1,1,2,3,3,2,2,3,2,2,3,2,2,4,1,1,2.0,2,1,2,500000,1,4,3.0,1,1,2,500000,250000,100000,1.0,100000.0,1,2,2,2.3,10.0,0.3,30.0,5.0,126.657407407407,6,23.0,50000.0,1.0,56351.7,150146.0,10748.0
3373,8,8,3,2,126.657407407407,2015,2,1,1,9.0,190.0,2,1,1,1,2,2,1,1,1,2,2,1,1,1,2,1,1.0,31.0,24.0,9,50000.0,1,2,2,2,1,2,2,2,2,2,3,3,2,2,3,2,2,2,2,2,4,1,1,2.0,2,2,2,600000,1,4,3.0,3,2,2,200000,100000,70000,1.0,70000.0,2,2,2,1.8,15.0,0.25,20.0,5.0,126.657407407407,3,35.333333333333336,71000.0,2.0,52611.4,183207.0,9748.0
3374,8,8,6,2,126.657407407407,2015,2,1,1,3.0,100.0,2,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1.0,31.0,24.0,6,80000.0,1,2,2,2,1,1,2,2,2,2,3,3,2,2,3,2,2,3,2,2,4,1,1,1.0,2,2,2,400000,1,4,6.0,2,2,2,500000,250000,100000,1.0,100000.0,1,2,2,1.2,15.0,0.5,30.0,,126.657407407407,6,31.666666666666668,59000.0,2.0,83342.5,262883.0,749.0
3375,8,8,5,2,126.657407407407,2015,2,1,1,4.0,220.0,2,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1.0,31.0,24.0,9,7.0,1,2,2,2,2,1,1,1,1,2,3,3,2,2,3,2,2,3,2,2,4,1,1,1.0,2,2,2,500000,1,4,3.0,1,1,2,500000,250000,100000,1.0,100000.0,2,2,2,1.2,15.0,0.3,30.0,10.0,126.657407407407,5,38.4,68000.0,2.0,79099.4,133043.0,749.0
3376,8,9,1,2,117.314814814815,2015,2,1,1,3.0,80.0,2,1,1,2,1,2,2,1,1,1,2,1,1,2,2,1,1.0,31.0,24.0,6,70000.0,3,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,3,3,2,4,1,2,1.0,2,1,2,0,2,4,3.0,4,6,2,0,500000,150000,1.0,150000.0,2,2,2,0.5,30.0,0.2,10.0,150.0,117.314814814815,1,67.0,70000.0,2.0,61483.8,88180.0,751.0
3377,8,9,3,2,117.314814814815,2015,2,5,5,3.0,80.0,2,1,1,2,1,2,2,1,1,2,2,1,1,1,2,1,1.0,31.0,24.0,2,100000.0,3,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,3,3,2,4,1,1,1.0,2,2,2,0,2,4,3.0,3,6,2,0,800000,300000,1.0,300000.0,2,2,2,1.0,100.0,0.5,20.0,180.0,117.314814814815,3,43.0,154900.0,3.0,95911.4,115351.0,747.0
3378,8,9,1,2,117.314814814815,2015,2,1,1,3.0,80.0,2,1,1,2,1,2,2,1,1,2,2,1,1,2,2,1,1.0,31.0,24.0,6,60000.0,3,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,3,3,2,4,1,2,,2,2,2,0,2,4,3.0,4,6,2,0,600000,130000,1.0,130000.0,2,2,2,0.5,50.0,0.2,15.0,,117.314814814815,1,53.0,250000.0,1.0,63983.65,64389.0,753.0
3379,8,9,1,2,117.314814814815,2015,2,1,1,2.0,60.0,2,1,1,2,1,2,2,1,1,1,2,1,1,1,2,1,1.0,31.0,24.0,6,70000.0,3,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,3,3,2,4,1,2,1.0,2,2,2,0,2,4,3.0,3,6,2,700000,500000,200000,1.0,200000.0,2,2,2,0.6,50.0,0.3,10.0,100.0,117.314814814815,1,65.0,274100.0,2.0,55090.9,99404.0,744.0
3380,8,9,3,2,117.314814814815,2015,2,1,1,3.0,80.0,2,1,1,2,1,2,2,1,1,2,2,1,1,2,2,1,1.0,31.0,24.0,6,80000.0,3,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,4,1,2,2.0,2,1,2,0,2,4,3.0,3,6,2,1000000,600000,200000,1.0,200000.0,2,2,2,1.0,100.0,0.3,15.0,200.0,117.314814814815,3,16.333333333333332,100300.0,2.0,114730.45,151222.0,747.0
3381,8,9,2,2,117.314814814815,2015,2,1,1,3.0,100.0,2,1,1,2,1,2,1,1,1,1,2,1,1,1,2,1,1.0,31.0,24.0,6,80000.0,3,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,3,3,2,4,1,2,2.0,2,2,2,0,2,4,3.0,3,6,2,0,800000,130000,1.0,130000.0,2,2,2,0.8,15.0,0.3,10.0,150.0,117.314814814815,2,67.0,121000.0,2.0,97074.27,106956.0,745.0
3382,8,9,2,2,117.314814814815,2015,2,1,1,2.0,60.0,2,1,1,2,1,1,2,1,1,2,2,1,1,2,2,1,1.0,31.0,24.0,6,70000.0,1,2,2,2,2,1,2,2,2,2,2,3,2,2,3,2,2,4,3,2,4,1,2,,2,1,2,0,2,4,3.0,3,6,2,0,900000,120000,1.0,120000.0,2,2,2,1.0,50.0,,10.0,200.0,117.314814814815,2,80.5,92700.0,3.0,60455.7,83492.0,754.0
3383,8,9,2,2,117.314814814815,2015,2,1,1,2.0,48.0,2,1,1,2,1,2,2,1,1,2,2,1,1,2,2,1,1.0,31.0,24.0,6,7.0,3,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,3,3,2,4,1,2,2.0,2,2,2,0,2,4,6.0,4,6,2,0,600000,160000,1.0,160000.0,2,2,2,0.9,50.0,0.3,10.0,200.0,117.314814814815,2,49.0,100000.0,1.0,113036.75,80362.0,750.0
3384,8,9,4,2,117.314814814815,2015,2,1,1,4.0,120.0,2,1,1,2,1,2,2,1,1,1,2,1,1,1,1,1,1.0,31.0,24.0,6,100000.0,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,4,1,1,1.0,2,2,2,0,2,4,1.0,2,2,2,0,1800000,400000,1.0,400000.0,1,2,2,2.0,200.0,1.0,200.0,300.0,117.314814814815,4,35.25,862000.0,4.0,156276.55,964787.0,740.0
3385,8,9,2,1,117.453703703704,2015,2,2,1,2.0,46.9,2,1,1,1,2,2,1,1,1,1,2,1,1,2,2,1,1.0,31.0,24.0,2,50000.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,4,2,2,2.0,2,2,2,0,2,4,6.0,3,6,2,700000,500000,250000,1.0,250000.0,2,2,2,0.8,50.0,0.3,40.0,200.0,117.453703703704,2,71.0,105000.0,2.0,159828.9,110243.0,749.0
3386,8,9,4,1,117.453703703704,2015,2,2,1,2.0,46.9,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1.0,31.0,24.0,2,100000.0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2.0,2,2,2,150000,1,4,3.0,3,6,2,0,1000000,400000,1.0,400000.0,2,2,2,1.0,,0.5,,100.0,117.453703703704,4,24.75,150000.0,1.0,204487.85,246174.0,746.0
3387,8,9,4,1,117.453703703704,2015,2,2,1,2.0,46.9,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1.0,31.0,24.0,2,100000.0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,4,2,2,2.0,2,1,2,0,2,4,3.0,4,6,2,1800000,800000,350000,1.0,350000.0,2,2,2,1.0,50.0,0.3,15.0,200.0,117.453703703704,4,24.5,150150.0,2.0,227738.6,200085.0,745.0
3388,8,9,4,1,117.453703703704,2015,2,2,1,2.0,46.9,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1.0,31.0,24.0,2,80000.0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,4,2,2,1.0,2,2,2,0,2,4,3.0,4,6,2,1900000,750000,400000,1.0,400000.0,2,2,2,1.0,60.0,0.5,50.0,200.0,117.453703703704,4,27.0,200000.0,2.0,221186.0,115734.0,743.0
