category,marz,year,value
Number of hospitals,Yerevan,2011,50.0
Number of hospitals,Yerevan,2012,52.0
Number of hospitals,Yerevan,2013,54.0
Number of hospitals,Yerevan,2014,55.0
Number of hospitals,Yerevan,2015,54.0
Number of hospitals,Yerevan,2016,53.0
Number of hospitals,Yerevan,2017,51.0
Number of hospitals,Yerevan,2018,52.0
Number of hospitals,Yerevan,2019,53.0
Number of hospitals,Yerevan,2020,55.0
Number of hospitals,Yerevan,2021,56.0
Number of hospitals,Yerevan,2022,58.0
Number of hospitals,Yerevan,2023,61.0
Number of hospitals,Yerevan,2024,60.0
Number of hospitals,Aragatsotn,2011,6.0
Number of hospitals,Aragatsotn,2012,6.0
Number of hospitals,Aragatsotn,2013,6.0
Number of hospitals,Aragatsotn,2014,6.0
Number of hospitals,Aragatsotn,2015,6.0
Number of hospitals,Aragatsotn,2016,6.0
Number of hospitals,Aragatsotn,2017,6.0
Number of hospitals,Aragatsotn,2018,6.0
Number of hospitals,Aragatsotn,2019,6.0
Number of hospitals,Aragatsotn,2020,5.0
Number of hospitals,Aragatsotn,2021,5.0
Number of hospitals,Aragatsotn,2022,5.0
Number of hospitals,Aragatsotn,2023,5.0
Number of hospitals,Aragatsotn,2024,5.0
Number of hospitals,Ararat,2011,7.0
Number of hospitals,Ararat,2012,7.0
Number of hospitals,Ararat,2013,7.0
Number of hospitals,Ararat,2014,7.0
Number of hospitals,Ararat,2015,7.0
Number of hospitals,Ararat,2016,7.0
Number of hospitals,Ararat,2017,6.0
Number of hospitals,Ararat,2018,6.0
Number of hospitals,Ararat,2019,6.0
Number of hospitals,Ararat,2020,6.0
Number of hospitals,Ararat,2021,5.0
Number of hospitals,Ararat,2022,5.0
Number of hospitals,Ararat,2023,5.0
Number of hospitals,Ararat,2024,5.0
Number of hospitals,Armavir,2011,4.0
Number of hospitals,Armavir,2012,4.0
Number of hospitals,Armavir,2013,4.0
Number of hospitals,Armavir,2014,4.0
Number of hospitals,Armavir,2015,4.0
Number of hospitals,Armavir,2016,4.0
Number of hospitals,Armavir,2017,4.0
Number of hospitals,Armavir,2018,4.0
Number of hospitals,Armavir,2019,4.0
Number of hospitals,Armavir,2020,4.0
Number of hospitals,Armavir,2021,4.0
Number of hospitals,Armavir,2022,3.0
Number of hospitals,Armavir,2023,3.0
Number of hospitals,Armavir,2024,3.0
Number of hospitals,Gegharkunik,2011,8.0
Number of hospitals,Gegharkunik,2012,7.0
Number of hospitals,Gegharkunik,2013,7.0
Number of hospitals,Gegharkunik,2014,7.0
Number of hospitals,Gegharkunik,2015,7.0
Number of hospitals,Gegharkunik,2016,7.0
Number of hospitals,Gegharkunik,2017,7.0
Number of hospitals,Gegharkunik,2018,7.0
Number of hospitals,Gegharkunik,2019,7.0
Number of hospitals,Gegharkunik,2020,7.0
Number of hospitals,Gegharkunik,2021,7.0
Number of hospitals,Gegharkunik,2022,7.0
Number of hospitals,Gegharkunik,2023,7.0
Number of hospitals,Gegharkunik,2024,7.0
Number of hospitals,Lori,2011,11.0
Number of hospitals,Lori,2012,10.0
Number of hospitals,Lori,2013,9.0
Number of hospitals,Lori,2014,8.0
Number of hospitals,Lori,2015,8.0
Number of hospitals,Lori,2016,8.0
Number of hospitals,Lori,2017,7.0
Number of hospitals,Lori,2018,7.0
Number of hospitals,Lori,2019,7.0
Number of hospitals,Lori,2020,7.0
Number of hospitals,Lori,2021,6.0
Number of hospitals,Lori,2022,6.0
Number of hospitals,Lori,2023,6.0
Number of hospitals,Lori,2024,6.0
Number of hospitals,Kotayk,2011,10.0
Number of hospitals,Kotayk,2012,9.0
Number of hospitals,Kotayk,2013,9.0
Number of hospitals,Kotayk,2014,9.0
Number of hospitals,Kotayk,2015,11.0
Number of hospitals,Kotayk,2016,11.0
Number of hospitals,Kotayk,2017,11.0
Number of hospitals,Kotayk,2018,10.0
Number of hospitals,Kotayk,2019,10.0
Number of hospitals,Kotayk,2020,10.0
Number of hospitals,Kotayk,2021,10.0
Number of hospitals,Kotayk,2022,10.0
Number of hospitals,Kotayk,2023,10.0
Number of hospitals,Kotayk,2024,8.0
Number of hospitals,Shirak,2011,18.0
Number of hospitals,Shirak,2012,16.0
Number of hospitals,Shirak,2013,17.0
Number of hospitals,Shirak,2014,17.0
Number of hospitals,Shirak,2015,18.0
Number of hospitals,Shirak,2016,16.0
Number of hospitals,Shirak,2017,16.0
Number of hospitals,Shirak,2018,15.0
Number of hospitals,Shirak,2019,15.0
Number of hospitals,Shirak,2020,15.0
Number of hospitals,Shirak,2021,12.0
Number of hospitals,Shirak,2022,11.0
Number of hospitals,Shirak,2023,11.0
Number of hospitals,Shirak,2024,9.0
Number of hospitals,Syunik,2011,6.0
Number of hospitals,Syunik,2012,6.0
Number of hospitals,Syunik,2013,6.0
Number of hospitals,Syunik,2014,7.0
Number of hospitals,Syunik,2015,7.0
Number of hospitals,Syunik,2016,7.0
Number of hospitals,Syunik,2017,7.0
Number of hospitals,Syunik,2018,7.0
Number of hospitals,Syunik,2019,7.0
Number of hospitals,Syunik,2020,7.0
Number of hospitals,Syunik,2021,7.0
Number of hospitals,Syunik,2022,7.0
Number of hospitals,Syunik,2023,7.0
Number of hospitals,Syunik,2024,7.0
Number of hospitals,Vayots Dzor,2011,3.0
Number of hospitals,Vayots Dzor,2012,3.0
Number of hospitals,Vayots Dzor,2013,3.0
Number of hospitals,Vayots Dzor,2014,3.0
Number of hospitals,Vayots Dzor,2015,3.0
Number of hospitals,Vayots Dzor,2016,3.0
Number of hospitals,Vayots Dzor,2017,3.0
Number of hospitals,Vayots Dzor,2018,3.0
Number of hospitals,Vayots Dzor,2019,3.0
Number of hospitals,Vayots Dzor,2020,3.0
Number of hospitals,Vayots Dzor,2021,3.0
Number of hospitals,Vayots Dzor,2022,3.0
Number of hospitals,Vayots Dzor,2023,3.0
Number of hospitals,Vayots Dzor,2024,2.0
Number of hospitals,Tavush,2011,7.0
Number of hospitals,Tavush,2012,7.0
Number of hospitals,Tavush,2013,7.0
Number of hospitals,Tavush,2014,7.0
Number of hospitals,Tavush,2015,7.0
Number of hospitals,Tavush,2016,7.0
Number of hospitals,Tavush,2017,7.0
Number of hospitals,Tavush,2018,7.0
Number of hospitals,Tavush,2019,7.0
Number of hospitals,Tavush,2020,7.0
Number of hospitals,Tavush,2021,7.0
Number of hospitals,Tavush,2022,7.0
Number of hospitals,Tavush,2023,7.0
Number of hospitals,Tavush,2024,7.0
Number of hospitals,Total Ra,2011,130.0
Number of hospitals,Total Ra,2012,127.0
Number of hospitals,Total Ra,2013,129.0
Number of hospitals,Total Ra,2014,130.0
Number of hospitals,Total Ra,2015,132.0
Number of hospitals,Total Ra,2016,129.0
Number of hospitals,Total Ra,2017,125.0
Number of hospitals,Total Ra,2018,124.0
Number of hospitals,Total Ra,2019,125.0
Number of hospitals,Total Ra,2020,126.0
Number of hospitals,Total Ra,2021,122.0
Number of hospitals,Total Ra,2022,122.0
Number of hospitals,Total Ra,2023,125.0
Number of hospitals,Total Ra,2024,119.0
Number of physicians,Yerevan,2011,9800.0
Number of physicians,Yerevan,2012,9170.0
Number of physicians,Yerevan,2013,8960.0
Number of physicians,Yerevan,2014,9215.0
Number of physicians,Yerevan,2015,9357.0
Number of physicians,Yerevan,2016,9504.0
Number of physicians,Yerevan,2017,9444.0
Number of physicians,Yerevan,2018,9717.0
Number of physicians,Yerevan,2019,10170.0
Number of physicians,Yerevan,2020,10698.0
Number of physicians,Yerevan,2021,10767.0
Number of physicians,Yerevan,2022,11176.0
Number of physicians,Yerevan,2023,10096.0
Number of physicians,Yerevan,2024,8961.0
Number of physicians,Aragatsotn,2011,241.0
Number of physicians,Aragatsotn,2012,250.0
Number of physicians,Aragatsotn,2013,236.0
Number of physicians,Aragatsotn,2014,230.0
Number of physicians,Aragatsotn,2015,240.0
Number of physicians,Aragatsotn,2016,241.0
Number of physicians,Aragatsotn,2017,227.0
Number of physicians,Aragatsotn,2018,228.0
Number of physicians,Aragatsotn,2019,239.0
Number of physicians,Aragatsotn,2020,233.0
Number of physicians,Aragatsotn,2021,252.0
Number of physicians,Aragatsotn,2022,279.0
Number of physicians,Aragatsotn,2023,271.0
Number of physicians,Aragatsotn,2024,268.0
Number of physicians,Ararat,2011,481.0
Number of physicians,Ararat,2012,488.0
Number of physicians,Ararat,2013,477.0
Number of physicians,Ararat,2014,471.0
Number of physicians,Ararat,2015,465.0
Number of physicians,Ararat,2016,460.0
Number of physicians,Ararat,2017,436.0
Number of physicians,Ararat,2018,439.0
Number of physicians,Ararat,2019,457.0
Number of physicians,Ararat,2020,433.0
Number of physicians,Ararat,2021,454.0
Number of physicians,Ararat,2022,454.0
Number of physicians,Ararat,2023,458.0
Number of physicians,Ararat,2024,483.0
Number of physicians,Armavir,2011,406.0
Number of physicians,Armavir,2012,414.0
Number of physicians,Armavir,2013,409.0
Number of physicians,Armavir,2014,403.0
Number of physicians,Armavir,2015,401.0
Number of physicians,Armavir,2016,403.0
Number of physicians,Armavir,2017,392.0
Number of physicians,Armavir,2018,390.0
Number of physicians,Armavir,2019,414.0
Number of physicians,Armavir,2020,394.0
Number of physicians,Armavir,2021,401.0
Number of physicians,Armavir,2022,416.0
Number of physicians,Armavir,2023,410.0
Number of physicians,Armavir,2024,504.0
Number of physicians,Gegharkunik,2011,355.0
Number of physicians,Gegharkunik,2012,338.0
Number of physicians,Gegharkunik,2013,337.0
Number of physicians,Gegharkunik,2014,331.0
Number of physicians,Gegharkunik,2015,328.0
Number of physicians,Gegharkunik,2016,316.0
Number of physicians,Gegharkunik,2017,316.0
Number of physicians,Gegharkunik,2018,339.0
Number of physicians,Gegharkunik,2019,367.0
Number of physicians,Gegharkunik,2020,361.0
Number of physicians,Gegharkunik,2021,358.0
Number of physicians,Gegharkunik,2022,369.0
Number of physicians,Gegharkunik,2023,355.0
Number of physicians,Gegharkunik,2024,324.0
Number of physicians,Lori,2011,520.0
Number of physicians,Lori,2012,527.0
Number of physicians,Lori,2013,525.0
Number of physicians,Lori,2014,527.0
Number of physicians,Lori,2015,530.0
Number of physicians,Lori,2016,514.0
Number of physicians,Lori,2017,508.0
Number of physicians,Lori,2018,520.0
Number of physicians,Lori,2019,532.0
Number of physicians,Lori,2020,535.0
Number of physicians,Lori,2021,529.0
Number of physicians,Lori,2022,541.0
Number of physicians,Lori,2023,541.0
Number of physicians,Lori,2024,522.0
Number of physicians,Kotayk,2011,514.0
Number of physicians,Kotayk,2012,534.0
Number of physicians,Kotayk,2013,525.0
Number of physicians,Kotayk,2014,533.0
Number of physicians,Kotayk,2015,557.0
Number of physicians,Kotayk,2016,550.0
Number of physicians,Kotayk,2017,502.0
Number of physicians,Kotayk,2018,536.0
Number of physicians,Kotayk,2019,594.0
Number of physicians,Kotayk,2020,592.0
Number of physicians,Kotayk,2021,610.0
Number of physicians,Kotayk,2022,614.0
Number of physicians,Kotayk,2023,633.0
Number of physicians,Kotayk,2024,618.0
Number of physicians,Shirak,2011,547.0
Number of physicians,Shirak,2012,584.0
Number of physicians,Shirak,2013,570.0
Number of physicians,Shirak,2014,559.0
Number of physicians,Shirak,2015,579.0
Number of physicians,Shirak,2016,543.0
Number of physicians,Shirak,2017,534.0
Number of physicians,Shirak,2018,584.0
Number of physicians,Shirak,2019,578.0
Number of physicians,Shirak,2020,557.0
Number of physicians,Shirak,2021,565.0
Number of physicians,Shirak,2022,578.0
Number of physicians,Shirak,2023,587.0
Number of physicians,Shirak,2024,589.0
Number of physicians,Syunik,2011,285.0
Number of physicians,Syunik,2012,289.0
Number of physicians,Syunik,2013,283.0
Number of physicians,Syunik,2014,285.0
Number of physicians,Syunik,2015,292.0
Number of physicians,Syunik,2016,285.0
Number of physicians,Syunik,2017,264.0
Number of physicians,Syunik,2018,263.0
Number of physicians,Syunik,2019,244.0
Number of physicians,Syunik,2020,244.0
Number of physicians,Syunik,2021,236.0
Number of physicians,Syunik,2022,247.0
Number of physicians,Syunik,2023,247.0
Number of physicians,Syunik,2024,252.0
Number of physicians,Vayots Dzor,2011,114.0
Number of physicians,Vayots Dzor,2012,115.0
Number of physicians,Vayots Dzor,2013,108.0
Number of physicians,Vayots Dzor,2014,112.0
Number of physicians,Vayots Dzor,2015,117.0
Number of physicians,Vayots Dzor,2016,104.0
Number of physicians,Vayots Dzor,2017,105.0
Number of physicians,Vayots Dzor,2018,105.0
Number of physicians,Vayots Dzor,2019,113.0
Number of physicians,Vayots Dzor,2020,97.0
Number of physicians,Vayots Dzor,2021,115.0
Number of physicians,Vayots Dzor,2022,111.0
Number of physicians,Vayots Dzor,2023,93.0
Number of physicians,Vayots Dzor,2024,165.0
Number of physicians,Tavush,2011,227.0
Number of physicians,Tavush,2012,229.0
Number of physicians,Tavush,2013,234.0
Number of physicians,Tavush,2014,230.0
Number of physicians,Tavush,2015,251.0
Number of physicians,Tavush,2016,228.0
Number of physicians,Tavush,2017,236.0
Number of physicians,Tavush,2018,245.0
Number of physicians,Tavush,2019,250.0
Number of physicians,Tavush,2020,252.0
Number of physicians,Tavush,2021,261.0
Number of physicians,Tavush,2022,276.0
Number of physicians,Tavush,2023,252.0
Number of physicians,Tavush,2024,213.0
Number of physicians,Total Ra,2011,13490.0
Number of physicians,Total Ra,2012,12938.0
Number of physicians,Total Ra,2013,12664.0
Number of physicians,Total Ra,2014,12896.0
Number of physicians,Total Ra,2015,13117.0
Number of physicians,Total Ra,2016,13148.0
Number of physicians,Total Ra,2017,12964.0
Number of physicians,Total Ra,2018,13366.0
Number of physicians,Total Ra,2019,13958.0
Number of physicians,Total Ra,2020,14396.0
Number of physicians,Total Ra,2021,14548.0
Number of physicians,Total Ra,2022,15061.0
Number of physicians,Total Ra,2023,13943.0
Number of physicians,Total Ra,2024,12899.0
Number of avarage medical personnel,Yerevan,2011,9122.0
Number of avarage medical personnel,Yerevan,2012,9152.0
Number of avarage medical personnel,Yerevan,2013,9057.0
Number of avarage medical personnel,Yerevan,2014,8959.0
Number of avarage medical personnel,Yerevan,2015,8722.0
Number of avarage medical personnel,Yerevan,2016,8654.0
Number of avarage medical personnel,Yerevan,2017,8586.0
Number of avarage medical personnel,Yerevan,2018,8490.0
Number of avarage medical personnel,Yerevan,2019,8721.0
Number of avarage medical personnel,Yerevan,2020,8938.0
Number of avarage medical personnel,Yerevan,2021,8963.0
Number of avarage medical personnel,Yerevan,2022,8654.0
Number of avarage medical personnel,Yerevan,2023,8638.0
Number of avarage medical personnel,Yerevan,2024,8931.0
Number of avarage medical personnel,Aragatsotn,2011,676.0
Number of avarage medical personnel,Aragatsotn,2012,708.0
Number of avarage medical personnel,Aragatsotn,2013,689.0
Number of avarage medical personnel,Aragatsotn,2014,660.0
Number of avarage medical personnel,Aragatsotn,2015,627.0
Number of avarage medical personnel,Aragatsotn,2016,633.0
Number of avarage medical personnel,Aragatsotn,2017,572.0
Number of avarage medical personnel,Aragatsotn,2018,544.0
Number of avarage medical personnel,Aragatsotn,2019,542.0
Number of avarage medical personnel,Aragatsotn,2020,524.0
Number of avarage medical personnel,Aragatsotn,2021,526.0
Number of avarage medical personnel,Aragatsotn,2022,519.0
Number of avarage medical personnel,Aragatsotn,2023,508.0
Number of avarage medical personnel,Aragatsotn,2024,480.0
Number of avarage medical personnel,Ararat,2011,1133.0
Number of avarage medical personnel,Ararat,2012,1133.0
Number of avarage medical personnel,Ararat,2013,1094.0
Number of avarage medical personnel,Ararat,2014,1035.0
Number of avarage medical personnel,Ararat,2015,1023.0
Number of avarage medical personnel,Ararat,2016,1005.0
Number of avarage medical personnel,Ararat,2017,941.0
Number of avarage medical personnel,Ararat,2018,988.0
Number of avarage medical personnel,Ararat,2019,986.0
Number of avarage medical personnel,Ararat,2020,923.0
Number of avarage medical personnel,Ararat,2021,892.0
Number of avarage medical personnel,Ararat,2022,853.0
Number of avarage medical personnel,Ararat,2023,844.0
Number of avarage medical personnel,Ararat,2024,875.0
Number of avarage medical personnel,Armavir,2011,1142.0
Number of avarage medical personnel,Armavir,2012,1113.0
Number of avarage medical personnel,Armavir,2013,1097.0
Number of avarage medical personnel,Armavir,2014,1057.0
Number of avarage medical personnel,Armavir,2015,1041.0
Number of avarage medical personnel,Armavir,2016,975.0
Number of avarage medical personnel,Armavir,2017,910.0
Number of avarage medical personnel,Armavir,2018,894.0
Number of avarage medical personnel,Armavir,2019,890.0
Number of avarage medical personnel,Armavir,2020,838.0
Number of avarage medical personnel,Armavir,2021,819.0
Number of avarage medical personnel,Armavir,2022,830.0
Number of avarage medical personnel,Armavir,2023,800.0
Number of avarage medical personnel,Armavir,2024,842.0
Number of avarage medical personnel,Gegharkunik,2011,1062.0
Number of avarage medical personnel,Gegharkunik,2012,1009.0
Number of avarage medical personnel,Gegharkunik,2013,984.0
Number of avarage medical personnel,Gegharkunik,2014,962.0
Number of avarage medical personnel,Gegharkunik,2015,957.0
Number of avarage medical personnel,Gegharkunik,2016,941.0
Number of avarage medical personnel,Gegharkunik,2017,885.0
Number of avarage medical personnel,Gegharkunik,2018,826.0
Number of avarage medical personnel,Gegharkunik,2019,814.0
Number of avarage medical personnel,Gegharkunik,2020,823.0
Number of avarage medical personnel,Gegharkunik,2021,827.0
Number of avarage medical personnel,Gegharkunik,2022,799.0
Number of avarage medical personnel,Gegharkunik,2023,810.0
Number of avarage medical personnel,Gegharkunik,2024,825.0
Number of avarage medical personnel,Lori,2011,1219.0
Number of avarage medical personnel,Lori,2012,1261.0
Number of avarage medical personnel,Lori,2013,1238.0
Number of avarage medical personnel,Lori,2014,1205.0
Number of avarage medical personnel,Lori,2015,1175.0
Number of avarage medical personnel,Lori,2016,1167.0
Number of avarage medical personnel,Lori,2017,1093.0
Number of avarage medical personnel,Lori,2018,1083.0
Number of avarage medical personnel,Lori,2019,1048.0
Number of avarage medical personnel,Lori,2020,1038.0
Number of avarage medical personnel,Lori,2021,1034.0
Number of avarage medical personnel,Lori,2022,1019.0
Number of avarage medical personnel,Lori,2023,994.0
Number of avarage medical personnel,Lori,2024,981.0
Number of avarage medical personnel,Kotayk,2011,1174.0
Number of avarage medical personnel,Kotayk,2012,1171.0
Number of avarage medical personnel,Kotayk,2013,1155.0
Number of avarage medical personnel,Kotayk,2014,1110.0
Number of avarage medical personnel,Kotayk,2015,1113.0
Number of avarage medical personnel,Kotayk,2016,1104.0
Number of avarage medical personnel,Kotayk,2017,986.0
Number of avarage medical personnel,Kotayk,2018,1005.0
Number of avarage medical personnel,Kotayk,2019,1061.0
Number of avarage medical personnel,Kotayk,2020,1030.0
Number of avarage medical personnel,Kotayk,2021,996.0
Number of avarage medical personnel,Kotayk,2022,1002.0
Number of avarage medical personnel,Kotayk,2023,985.0
Number of avarage medical personnel,Kotayk,2024,988.0
Number of avarage medical personnel,Shirak,2011,1515.0
Number of avarage medical personnel,Shirak,2012,1527.0
Number of avarage medical personnel,Shirak,2013,1462.0
Number of avarage medical personnel,Shirak,2014,1437.0
Number of avarage medical personnel,Shirak,2015,1403.0
Number of avarage medical personnel,Shirak,2016,1401.0
Number of avarage medical personnel,Shirak,2017,1316.0
Number of avarage medical personnel,Shirak,2018,1304.0
Number of avarage medical personnel,Shirak,2019,1274.0
Number of avarage medical personnel,Shirak,2020,1259.0
Number of avarage medical personnel,Shirak,2021,1209.0
Number of avarage medical personnel,Shirak,2022,1249.0
Number of avarage medical personnel,Shirak,2023,1187.0
Number of avarage medical personnel,Shirak,2024,1226.0
Number of avarage medical personnel,Syunik,2011,815.0
Number of avarage medical personnel,Syunik,2012,806.0
Number of avarage medical personnel,Syunik,2013,795.0
Number of avarage medical personnel,Syunik,2014,791.0
Number of avarage medical personnel,Syunik,2015,784.0
Number of avarage medical personnel,Syunik,2016,796.0
Number of avarage medical personnel,Syunik,2017,743.0
Number of avarage medical personnel,Syunik,2018,723.0
Number of avarage medical personnel,Syunik,2019,690.0
Number of avarage medical personnel,Syunik,2020,672.0
Number of avarage medical personnel,Syunik,2021,648.0
Number of avarage medical personnel,Syunik,2022,682.0
Number of avarage medical personnel,Syunik,2023,659.0
Number of avarage medical personnel,Syunik,2024,647.0
Number of avarage medical personnel,Vayots Dzor,2011,307.0
Number of avarage medical personnel,Vayots Dzor,2012,287.0
Number of avarage medical personnel,Vayots Dzor,2013,266.0
Number of avarage medical personnel,Vayots Dzor,2014,260.0
Number of avarage medical personnel,Vayots Dzor,2015,240.0
Number of avarage medical personnel,Vayots Dzor,2016,228.0
Number of avarage medical personnel,Vayots Dzor,2017,231.0
Number of avarage medical personnel,Vayots Dzor,2018,214.0
Number of avarage medical personnel,Vayots Dzor,2019,214.0
Number of avarage medical personnel,Vayots Dzor,2020,205.0
Number of avarage medical personnel,Vayots Dzor,2021,186.0
Number of avarage medical personnel,Vayots Dzor,2022,198.0
Number of avarage medical personnel,Vayots Dzor,2023,188.0
Number of avarage medical personnel,Vayots Dzor,2024,201.0
Number of avarage medical personnel,Tavush,2011,655.0
Number of avarage medical personnel,Tavush,2012,617.0
Number of avarage medical personnel,Tavush,2013,589.0
Number of avarage medical personnel,Tavush,2014,577.0
Number of avarage medical personnel,Tavush,2015,547.0
Number of avarage medical personnel,Tavush,2016,560.0
Number of avarage medical personnel,Tavush,2017,533.0
Number of avarage medical personnel,Tavush,2018,524.0
Number of avarage medical personnel,Tavush,2019,532.0
Number of avarage medical personnel,Tavush,2020,494.0
Number of avarage medical personnel,Tavush,2021,512.0
Number of avarage medical personnel,Tavush,2022,518.0
Number of avarage medical personnel,Tavush,2023,517.0
Number of avarage medical personnel,Tavush,2024,488.0
Number of avarage medical personnel,Total Ra,2011,18820.0
Number of avarage medical personnel,Total Ra,2012,18784.0
Number of avarage medical personnel,Total Ra,2013,18426.0
Number of avarage medical personnel,Total Ra,2014,18053.0
Number of avarage medical personnel,Total Ra,2015,17632.0
Number of avarage medical personnel,Total Ra,2016,17464.0
Number of avarage medical personnel,Total Ra,2017,16796.0
Number of avarage medical personnel,Total Ra,2018,16595.0
Number of avarage medical personnel,Total Ra,2019,16772.0
Number of avarage medical personnel,Total Ra,2020,16744.0
Number of avarage medical personnel,Total Ra,2021,16612.0
Number of avarage medical personnel,Total Ra,2022,16323.0
Number of avarage medical personnel,Total Ra,2023,16130.0
Number of avarage medical personnel,Total Ra,2024,16484.0
Number of hospital beds,Yerevan,2011,7486.0
Number of hospital beds,Yerevan,2012,7569.0
Number of hospital beds,Yerevan,2013,7592.0
Number of hospital beds,Yerevan,2014,7835.0
Number of hospital beds,Yerevan,2015,7880.0
Number of hospital beds,Yerevan,2016,7924.0
Number of hospital beds,Yerevan,2017,8005.0
Number of hospital beds,Yerevan,2018,7884.0
Number of hospital beds,Yerevan,2019,7563.0
Number of hospital beds,Yerevan,2020,8375.0
Number of hospital beds,Yerevan,2021,8394.0
Number of hospital beds,Yerevan,2022,7898.0
Number of hospital beds,Yerevan,2023,8295.0
Number of hospital beds,Yerevan,2024,5615.0
Number of hospital beds,Aragatsotn,2011,208.0
Number of hospital beds,Aragatsotn,2012,208.0
Number of hospital beds,Aragatsotn,2013,210.0
Number of hospital beds,Aragatsotn,2014,210.0
Number of hospital beds,Aragatsotn,2015,210.0
Number of hospital beds,Aragatsotn,2016,200.0
Number of hospital beds,Aragatsotn,2017,160.0
Number of hospital beds,Aragatsotn,2018,152.0
Number of hospital beds,Aragatsotn,2019,167.0
Number of hospital beds,Aragatsotn,2020,196.0
Number of hospital beds,Aragatsotn,2021,172.0
Number of hospital beds,Aragatsotn,2022,180.0
Number of hospital beds,Aragatsotn,2023,180.0
Number of hospital beds,Aragatsotn,2024,308.0
Number of hospital beds,Ararat,2011,563.0
Number of hospital beds,Ararat,2012,563.0
Number of hospital beds,Ararat,2013,563.0
Number of hospital beds,Ararat,2014,538.0
Number of hospital beds,Ararat,2015,538.0
Number of hospital beds,Ararat,2016,473.0
Number of hospital beds,Ararat,2017,423.0
Number of hospital beds,Ararat,2018,488.0
Number of hospital beds,Ararat,2019,488.0
Number of hospital beds,Ararat,2020,488.0
Number of hospital beds,Ararat,2021,480.0
Number of hospital beds,Ararat,2022,480.0
Number of hospital beds,Ararat,2023,480.0
Number of hospital beds,Ararat,2024,810.0
Number of hospital beds,Armavir,2011,335.0
Number of hospital beds,Armavir,2012,335.0
Number of hospital beds,Armavir,2013,335.0
Number of hospital beds,Armavir,2014,377.0
Number of hospital beds,Armavir,2015,355.0
Number of hospital beds,Armavir,2016,355.0
Number of hospital beds,Armavir,2017,355.0
Number of hospital beds,Armavir,2018,355.0
Number of hospital beds,Armavir,2019,355.0
Number of hospital beds,Armavir,2020,365.0
Number of hospital beds,Armavir,2021,365.0
Number of hospital beds,Armavir,2022,371.0
Number of hospital beds,Armavir,2023,377.0
Number of hospital beds,Armavir,2024,954.0
Number of hospital beds,Gegharkunik,2011,795.0
Number of hospital beds,Gegharkunik,2012,755.0
Number of hospital beds,Gegharkunik,2013,750.0
Number of hospital beds,Gegharkunik,2014,750.0
Number of hospital beds,Gegharkunik,2015,750.0
Number of hospital beds,Gegharkunik,2016,750.0
Number of hospital beds,Gegharkunik,2017,750.0
Number of hospital beds,Gegharkunik,2018,730.0
Number of hospital beds,Gegharkunik,2019,730.0
Number of hospital beds,Gegharkunik,2020,800.0
Number of hospital beds,Gegharkunik,2021,730.0
Number of hospital beds,Gegharkunik,2022,730.0
Number of hospital beds,Gegharkunik,2023,730.0
Number of hospital beds,Gegharkunik,2024,691.0
Number of hospital beds,Lori,2011,545.0
Number of hospital beds,Lori,2012,501.0
Number of hospital beds,Lori,2013,491.0
Number of hospital beds,Lori,2014,486.0
Number of hospital beds,Lori,2015,486.0
Number of hospital beds,Lori,2016,486.0
Number of hospital beds,Lori,2017,480.0
Number of hospital beds,Lori,2018,481.0
Number of hospital beds,Lori,2019,481.0
Number of hospital beds,Lori,2020,515.0
Number of hospital beds,Lori,2021,589.0
Number of hospital beds,Lori,2022,466.0
Number of hospital beds,Lori,2023,466.0
Number of hospital beds,Lori,2024,866.0
Number of hospital beds,Kotayk,2011,673.0
Number of hospital beds,Kotayk,2012,658.0
Number of hospital beds,Kotayk,2013,658.0
Number of hospital beds,Kotayk,2014,658.0
Number of hospital beds,Kotayk,2015,688.0
Number of hospital beds,Kotayk,2016,668.0
Number of hospital beds,Kotayk,2017,668.0
Number of hospital beds,Kotayk,2018,488.0
Number of hospital beds,Kotayk,2019,478.0
Number of hospital beds,Kotayk,2020,478.0
Number of hospital beds,Kotayk,2021,495.0
Number of hospital beds,Kotayk,2022,498.0
Number of hospital beds,Kotayk,2023,498.0
Number of hospital beds,Kotayk,2024,979.0
Number of hospital beds,Shirak,2011,843.0
Number of hospital beds,Shirak,2012,843.0
Number of hospital beds,Shirak,2013,881.0
Number of hospital beds,Shirak,2014,878.0
Number of hospital beds,Shirak,2015,878.0
Number of hospital beds,Shirak,2016,865.0
Number of hospital beds,Shirak,2017,845.0
Number of hospital beds,Shirak,2018,830.0
Number of hospital beds,Shirak,2019,821.0
Number of hospital beds,Shirak,2020,841.0
Number of hospital beds,Shirak,2021,757.0
Number of hospital beds,Shirak,2022,753.0
Number of hospital beds,Shirak,2023,751.0
Number of hospital beds,Shirak,2024,828.0
Number of hospital beds,Syunik,2011,420.0
Number of hospital beds,Syunik,2012,420.0
Number of hospital beds,Syunik,2013,420.0
Number of hospital beds,Syunik,2014,429.0
Number of hospital beds,Syunik,2015,409.0
Number of hospital beds,Syunik,2016,429.0
Number of hospital beds,Syunik,2017,429.0
Number of hospital beds,Syunik,2018,428.0
Number of hospital beds,Syunik,2019,378.0
Number of hospital beds,Syunik,2020,461.0
Number of hospital beds,Syunik,2021,422.0
Number of hospital beds,Syunik,2022,432.0
Number of hospital beds,Syunik,2023,402.0
Number of hospital beds,Syunik,2024,492.0
Number of hospital beds,Vayots Dzor,2011,95.0
